model,r2,beta_lag1,beta_lag1_p,f_stat,n_obs,n_etfs,gate_pass,extra_json,experiment_id,factors,freq,flow_unit,benchmark,r2_delta_bp
univariate_r2_by_lag,0.0057434390169981975,29.41564867678182,0.1994460515539116,,44,44,False,"{""best_lag"": 1, ""best_r2"": 0.0057434390169981975}",N-AB,A+B,W,raw,SPY,-33.07127256583442
multilag_ols,0.07388629525945078,24.529147690554527,0.19410981286026585,0.0900642772714969,14963,44,False,{},N-AB,A+B,W,raw,SPY,15.163898570127454
multilag_ols_month_fe,0.09701224347651516,25.024382111433436,0.23366354626782354,0.07673233040616373,14963,44,False,{},N-AB,A+B,W,raw,SPY,-48.104391514100506
cross_correlation,,0.0282726582379334,0.19944605155391265,,0,44,False,"{""best_lag"": 16, ""best_corr"": 0.03555106910729901}",N-AB,A+B,W,raw,SPY,
panel_pooled,0.0063602295942148945,73.87939195925993,0.008294516126361673,8.174505425264924,14963,44,True,"{""r2_overall"": 0.006518703609825316, ""r2_between"": 0.011933616346064602}",N-AB,A+B,W,raw,SPY,-81.63205736310685
panel_entity_fe,0.00636117210902154,73.42992827829656,0.009544820740669646,7.952754895060289,14963,44,True,"{""r2_overall"": 0.006517754530111164, ""r2_between"": 0.011854054392790192}",N-AB,A+B,W,raw,SPY,-81.62428581784175
panel_entity_time_fe,-0.0014944537110670453,153.61908016573454,6.786404967029647e-05,16.558844605658777,14963,44,True,"{""r2_overall"": -0.0012264768804477466, ""r2_between"": 0.0025204818427126963}",N-AB,A+B,W,raw,SPY,-144.46744519610033
panel_entity_fe_excess,0.010943658157836045,-28.170813839507865,0.16419076934625454,6.850922496595388,14928,44,False,"{""r2_overall"": 0.011269473838238953, ""r2_between"": 0.036691983457316946}",N-AB,A+B,W,raw,SPY,-81.71469978799473
panel_entity_fe_controls,0.006725194935888523,72.10765737113474,0.01086377242385339,7.76342250776168,14963,44,True,"{""r2_overall"": 0.007095856125914679, ""r2_between"": -0.00931202040835899}",N-AB,A+B,W,raw,SPY,-88.84434153153542
asymmetry,0.1223873648382523,-3.1744105420564237,,,14963,44,False,"{""beta_pos_median"": -3.1744105420564237, ""beta_neg_median"": 10.008813256087313, ""asymmetry_ratio_median"": -0.06738442070451801, ""wald_p_median"": 0.023653782479280593}",N-AB,A+B,W,raw,SPY,132.96533044322268
relative_performance,0.12345461553032266,,,,14963,44,False,"{""r2_absolute_median"": 0.07388629525945078, ""r2_excess_median"": 0.0807292957827962, ""r2_combined_median"": 0.12345461553032266}",N-AB,A+B,W,raw,SPY,49.00142907494354
granger,,,0.21050971495104306,1.573200394008224,0,44,False,"{""pct_significant_lag1"": 0.25}",N-AB,A+B,W,raw,SPY,
seasonality,,,,,15491,44,False,"{""jan_mean"": 4.1359950290513293e-16, ""best_month"": 1, ""worst_month"": 4}",N-AB,A+B,W,raw,SPY,
drawdown,0.0011920701060907923,-0.08036174614801678,0.9140248403013447,,852,44,False,"{""1m"": {""beta_depth"": -0.08036174614801678, ""beta_depth_p"": 0.9140248403013447, ""r2"": 0.0011920701060907923}, ""2m"": {""beta_depth"": 0.5122304392751303, ""beta_depth_p"": 0.8452285374072231, ""r2"": 0.004421569331266695}, ""3m"": {""beta_depth"": 1.4262438799586563, ""beta_depth_p"": 0.7616596577671151, ""r2"": 0.005433095927656062}, ""6m"": {""beta_depth"": 5.406242553583048, ""beta_depth_p"": 0.4674413742859167, ""r2"": 0.010495462001010036}}",N-AB,A+B,W,raw,SPY,-203.0129243738421
panel_entity_fe_cum,,,,,0,44,False,"{""error"": ""exog does not have full column rank. If you wish to proceed with model estimation irrespective of the numerical accuracy of coefficient estimates, you can set check_rank=False.""}",N-AB,A+B,W,raw,SPY,
panel_entity_fe_cum_long,0.009141020229403107,55.5974908030497,0.10648953153891694,7.867377912283528,12851,44,False,"{""r2_overall"": 0.00918124708326562, ""r2_between"": -0.16098878519371596, ""CumRet_20_coef"": 20.699416828265157, ""CumRet_20_pval"": 0.15602625843122997, ""CumRet_60_coef"": -4.091723351489264, ""CumRet_60_pval"": 0.44069125181782076, ""CumRet_120_coef"": 11.55813023872654, ""CumRet_120_pval"": 0.07537352029782629}",N-AB,A+B,W,raw,SPY,-140.3808669925366
panel_entity_time_fe_cum,,,,,0,44,False,"{""error"": ""exog does not have full column rank. If you wish to proceed with model estimation irrespective of the numerical accuracy of coefficient estimates, you can set check_rank=False.""}",N-AB,A+B,W,raw,SPY,
panel_gmm_ab,,106.1755757319714,0.008354831931959615,,44,44,True,"{""sargan_stat"": 44.00000000011822, ""sargan_p"": 1.0, ""ar1_stat"": -1.7897740878164223, ""ar1_p"": 0.0734902364331648, ""ar2_stat"": -1.0025586462489435, ""ar2_p"": 0.31607385699053125, ""transformation"": ""d""}",N-AB,A+B,W,raw,SPY,
panel_gmm_bb,,68.48335149108074,0.0020979190354289768,,44,44,True,"{""sargan_stat"": 44.00000000028478, ""sargan_p"": 1.0, ""ar1_stat"": -1.0838462506592523, ""ar1_p"": 0.278432974499236, ""ar2_stat"": 0.20369900750271322, ""ar2_p"": 0.8385887178342453, ""transformation"": ""ld""}",N-AB,A+B,W,raw,SPY,
panel_entity_fe_trend,0.0063082069321912515,73.02051554729836,0.011017476208625894,7.844324655715831,14928,44,True,"{""r2_overall"": 0.02676983532896715}",N-AB,A+B,W,raw,SPY,-80.02775405018481
univariate_r2_by_lag,0.00852548796366459,,0.44046137936667684,,44,44,False,"{""best_lag"": 21, ""best_r2"": 0.0964839890497215}",N-AB,A+B,W,pct_aum,SPY,-13.71126628101238
multilag_ols,0.3821926918320347,,0.014259111432228118,0.37007530820007917,14954,44,False,{},N-AB,A+B,W,pct_aum,SPY,3112.7327502896464
multilag_ols_month_fe,0.5075470894646938,,0.030853140046779914,0.40468673976092845,14954,44,False,{},N-AB,A+B,W,pct_aum,SPY,4124.317753016146
cross_correlation,,0.22780324805092014,0.05605127136800702,,0,44,False,"{""best_lag"": 1, ""best_corr"": 0.22780324805092014}",N-AB,A+B,W,pct_aum,SPY,
panel_pooled,,,,,0,44,False,"{""error"": ""array must not contain infs or NaNs""}",N-AB,A+B,W,pct_aum,SPY,
panel_entity_fe,,,,,0,44,False,"{""error"": ""array must not contain infs or NaNs""}",N-AB,A+B,W,pct_aum,SPY,
panel_entity_time_fe,,,,,0,44,False,"{""error"": ""array must not contain infs or NaNs""}",N-AB,A+B,W,pct_aum,SPY,
panel_entity_fe_excess,,,,,0,44,False,"{""error"": ""array must not contain infs or NaNs""}",N-AB,A+B,W,pct_aum,SPY,
panel_entity_fe_controls,,,,,0,44,False,"{""error"": ""array must not contain infs or NaNs""}",N-AB,A+B,W,pct_aum,SPY,
asymmetry,0.5291082214935057,,,,14954,44,False,"{""beta_pos_median"": NaN, ""beta_neg_median"": NaN, ""asymmetry_ratio_median"": 0.9341423417851373, ""wald_p_median"": 0.10955417236756444}",N-AB,A+B,W,pct_aum,SPY,4157.065026580745
relative_performance,0.48422595023923654,,,,14954,44,False,"{""r2_absolute_median"": 0.3821926918320347, ""r2_excess_median"": 0.3579237365851, ""r2_combined_median"": 0.48422595023923654}",N-AB,A+B,W,pct_aum,SPY,3773.311749420139
granger,,,0.014547874966180586,6.28811738797179,0,1,False,"{""pct_significant_lag1"": 1.0}",N-AB,A+B,W,pct_aum,SPY,
seasonality,,,,,15444,44,False,"{""jan_mean"": NaN, ""best_month"": 3, ""worst_month"": 1}",N-AB,A+B,W,pct_aum,SPY,
drawdown,0.0018088858637368421,0.011889558670795733,0.8714250156883698,,852,44,False,"{""1m"": {""beta_depth"": 0.011889558670795733, ""beta_depth_p"": 0.8714250156883698, ""r2"": 0.0018088858637368421}, ""2m"": {""beta_depth"": -0.08672521223574224, ""beta_depth_p"": 0.529805974972902, ""r2"": 0.008338920720461496}, ""3m"": {""beta_depth"": NaN, ""beta_depth_p"": NaN, ""r2"": NaN}, ""6m"": {""beta_depth"": NaN, ""beta_depth_p"": NaN, ""r2"": NaN}}",N-AB,A+B,W,pct_aum,SPY,-107.05388596647158
panel_entity_fe_cum,,,,,0,44,False,"{""error"": ""exog does not have full column rank. If you wish to proceed with model estimation irrespective of the numerical accuracy of coefficient estimates, you can set check_rank=False.""}",N-AB,A+B,W,pct_aum,SPY,
panel_entity_fe_cum_long,,,,,0,44,False,"{""error"": ""array must not contain infs or NaNs""}",N-AB,A+B,W,pct_aum,SPY,
panel_entity_time_fe_cum,,,,,0,44,False,"{""error"": ""exog does not have full column rank. If you wish to proceed with model estimation irrespective of the numerical accuracy of coefficient estimates, you can set check_rank=False.""}",N-AB,A+B,W,pct_aum,SPY,
panel_gmm_ab,,,,,0,44,False,{},N-AB,A+B,W,pct_aum,SPY,
panel_gmm_bb,,,,,0,44,False,{},N-AB,A+B,W,pct_aum,SPY,
panel_entity_fe_trend,0.0036111653173461766,9.057780823504835,0.0012341816349011989,4.456623221774266,14856,44,True,"{""r2_overall"": 0.11825819726238873}",N-AB,A+B,W,pct_aum,SPY,-82.88842109837714
univariate_r2_by_lag,0.0057434390169981975,29.41564867678182,0.1994460515539116,,44,44,False,"{""best_lag"": 1, ""best_r2"": 0.0057434390169981975}",N-AB,A+B,W,raw,QQQ,-33.07127256583442
multilag_ols,0.07388629525945078,24.529147690554527,0.19410981286026585,0.0900642772714969,14963,44,False,{},N-AB,A+B,W,raw,QQQ,15.163898570127454
multilag_ols_month_fe,0.09701224347651516,25.024382111433436,0.23366354626782354,0.07673233040616373,14963,44,False,{},N-AB,A+B,W,raw,QQQ,-48.104391514100506
cross_correlation,,0.0282726582379334,0.19944605155391265,,0,44,False,"{""best_lag"": 16, ""best_corr"": 0.03555106910729901}",N-AB,A+B,W,raw,QQQ,
panel_pooled,0.0063602295942148945,73.87939195925993,0.008294516126361673,8.174505425264924,14963,44,True,"{""r2_overall"": 0.006518703609825316, ""r2_between"": 0.011933616346064602}",N-AB,A+B,W,raw,QQQ,-81.63205736310685
panel_entity_fe,0.00636117210902154,73.42992827829656,0.009544820740669646,7.952754895060289,14963,44,True,"{""r2_overall"": 0.006517754530111164, ""r2_between"": 0.011854054392790192}",N-AB,A+B,W,raw,QQQ,-81.62428581784175
panel_entity_time_fe,-0.0014944537110670453,153.61908016573454,6.786404967029647e-05,16.558844605658777,14963,44,True,"{""r2_overall"": -0.0012264768804477466, ""r2_between"": 0.0025204818427126963}",N-AB,A+B,W,raw,QQQ,-144.46744519610033
panel_entity_fe_excess,0.021370140666381765,16.542113272102156,0.6496262853686305,4.936935644849115,5492,42,False,"{""r2_overall"": 0.019589545251987084, ""r2_between"": -0.08467338879621367}",N-AB,A+B,W,raw,QQQ,-97.93696492482518
panel_entity_fe_controls,0.006725194935888523,72.10765737113474,0.01086377242385339,7.76342250776168,14963,44,True,"{""r2_overall"": 0.007095856125914679, ""r2_between"": -0.00931202040835899}",N-AB,A+B,W,raw,QQQ,-88.84434153153542
asymmetry,0.1223873648382523,-3.1744105420564237,,,14963,44,False,"{""beta_pos_median"": -3.1744105420564237, ""beta_neg_median"": 10.008813256087313, ""asymmetry_ratio_median"": -0.06738442070451801, ""wald_p_median"": 0.023653782479280593}",N-AB,A+B,W,raw,QQQ,132.96533044322268
relative_performance,0.21218513119743282,,,,14839,42,False,"{""r2_absolute_median"": 0.07030442832841494, ""r2_excess_median"": 0.11657578862360202, ""r2_combined_median"": 0.21218513119743282}",N-AB,A+B,W,raw,QQQ,837.4978110356479
granger,,,0.21050971495104306,1.573200394008224,0,44,False,"{""pct_significant_lag1"": 0.25}",N-AB,A+B,W,raw,QQQ,
seasonality,,,,,15491,44,False,"{""jan_mean"": 4.1359950290513293e-16, ""best_month"": 1, ""worst_month"": 4}",N-AB,A+B,W,raw,QQQ,
drawdown,0.0011920701060907923,-0.08036174614801678,0.9140248403013447,,852,44,False,"{""1m"": {""beta_depth"": -0.08036174614801678, ""beta_depth_p"": 0.9140248403013447, ""r2"": 0.0011920701060907923}, ""2m"": {""beta_depth"": 0.5122304392751303, ""beta_depth_p"": 0.8452285374072231, ""r2"": 0.004421569331266695}, ""3m"": {""beta_depth"": 1.4262438799586563, ""beta_depth_p"": 0.7616596577671151, ""r2"": 0.005433095927656062}, ""6m"": {""beta_depth"": 5.406242553583048, ""beta_depth_p"": 0.4674413742859167, ""r2"": 0.010495462001010036}}",N-AB,A+B,W,raw,QQQ,-203.0129243738421
panel_entity_fe_cum,,,,,0,44,False,"{""error"": ""exog does not have full column rank. If you wish to proceed with model estimation irrespective of the numerical accuracy of coefficient estimates, you can set check_rank=False.""}",N-AB,A+B,W,raw,QQQ,
