Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_between,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,39.41934288069576,16.37803445261433,2.4068421027410576,0.016143458771429087,,,,,,,
Return_lag2,8.700183005878579,14.210074759524456,0.6122545555256271,0.5404097822861127,,,,,,,
Return_lag3,6.923929219867942,8.804933392638025,0.7863692899320707,0.43170528787988127,,,,,,,
Volatility,-10.6411398397637,22.502337984863107,-0.4728904101841236,0.6363213430243553,,,,,,,
month_end,4.3178410532374984,0.9971573132018916,4.330150314369983,1.532541910842511e-05,,,,,,,
quarter_end,-1.1912807420992626,1.4676789956587406,-0.8116766306685327,0.4170333168636047,,,,,,,
january,2.9246516849351893,1.5718108622363294,1.860689320325777,0.06287325253206455,,,,,,,
_SUMMARY_,,,,,0.00297695854002733,-0.006587419576769449,0.003927115657237024,1.7133786995710139,0.11369709918737025,3493.0,44.0
