ETF,R²,Adj_R²,F_p_value,N,Return_lag1,Return_lag1_pval,Return_lag2,Return_lag2_pval,Return_lag3,Return_lag3_pval
AIQ,0.2003680727283229,0.04254598181943925,0.24245687038306973,92,515.9799565649804,0.12098633493775447,5.654198867239074,0.9863624123664659,607.6972305248846,0.06681703591346733
ARKB,0.7890274437926323,0.39345390090381804,0.16305647904078885,24,-505.3598819762451,0.23722585523377032,273.5398156255355,0.39299820433665167,217.2933386548287,0.47606483154580814
ARKF,0.5816235348307441,0.48795716203165707,6.177819920318207e-08,83,52.05981207140175,0.7626848801655388,111.60163915573204,0.5152306820155999,64.48856652812422,0.7101801625881354
ARKG,0.4671506072134257,0.39998471736637853,1.1841755393670687e-10,135,612.3881114069346,0.01864420945584283,350.74138361388384,0.1853329524468121,-130.5836752465804,0.6239322618025613
ARKK,0.45919482268644474,0.391026102857005,2.5690243379397584e-10,135,64.85802609620362,0.8655223944755704,630.2945740392802,0.09857737054594544,-291.69933033439395,0.44525928086785405
ARKQ,0.6873725616330212,0.4834851018284698,0.004387215958397409,39,-20.913442147197994,0.7800944780713479,-57.09015885118421,0.41665117068001434,114.24544675224638,0.12912650080958055
ARKW,0.474955591689189,0.1325353253995296,0.2334801408733386,39,121.25098714271883,0.19865686114674722,41.728998346143584,0.6440325910438491,113.60766308422023,0.22464871901141117
ARKX,0.5207262661238201,0.3495570754537558,0.0022731308764885358,58,-12.420107404041719,0.8285832351033229,-135.0203325929424,0.02247827886056164,86.64973665806784,0.14003805114096807
ARTY,0.2075055794289632,0.04900669531475588,0.21835479997270124,91,123.304099062145,0.053115618773693585,61.40502633221824,0.3306257330727662,96.36698745291733,0.12263760368297831
BKGI,0.5340765308642177,0.21640143827163882,0.13049357645726356,38,222.59840505712268,0.09356838805086257,151.30036585742414,0.28167880008362783,-30.480760979471526,0.8216333735414927
BLOK,0.28720534103089257,0.15355634247418493,0.015213146894691451,96,156.56996336870895,0.0508196370114937,-116.8888515405648,0.1443962831676061,-20.840011953543186,0.788097255468707
BOTZ,0.18482271245149273,0.05745126127203848,0.13989695062857538,112,286.9879163459937,0.06383141186217221,142.32304549666696,0.3562828813671962,284.33621648123835,0.0674102736178855
BUG,0.39750627370348113,0.24432990261114584,0.004727873708278729,75,59.385027534081715,0.6965953776308527,469.9883675388532,0.002785625930204977,134.07051987193313,0.37591515413463106
CGW,0.15140495893208528,0.05038173975733351,0.11516642740405497,142,51.36933830321364,0.05090913044893418,13.249853694179892,0.6170069753894477,17.565707989127098,0.5040035076333649
