Month,Month_Name,Mean,Median,Std,Count
3,Mar,inf,1.2334472035180528,,405
6,Jun,inf,1.4290163391547577,,365
9,Sep,7.866855819505593,0.7707928050781376,31.808342764280358,367
12,Dec,inf,1.693480041553547,,378
