lag,r_squared,coefficient,p_value,f_statistic,f_pvalue,ETF
1,0.334534613701328,-0.9016943211431173,0.18235384929784082,6.786554759951065,0.0040944338304825315,AIQ
2,0.10337973420596991,-1.3960087473633445,0.10022240387889023,1.5565412304668942,0.22920043372303883,AIQ
3,0.09486471057043744,-1.2642036792397362,0.11169688333180994,1.3624938192310505,0.2737004223448819,AIQ
4,0.16371388854625268,-0.9408745327306295,0.23030340264408541,2.4470376570893717,0.10701288049220782,AIQ
5,0.21671051742955072,-1.3011226183798308,0.08961921338185104,3.320006545499246,0.053341784728282944,AIQ
6,0.11057507433824387,-1.2331257865283567,0.13460538746657938,1.4297028542838404,0.25987045438581796,AIQ
7,0.175032148481716,-1.2034454296558388,0.14528522295410082,2.3338529250023794,0.12045012960721194,AIQ
8,0.12221403161257616,-2.0993050343234976,0.12871094730086946,1.461913698950437,0.25443723054516043,AIQ
9,0.10901403968718704,-1.99220852987247,0.1718632555630765,1.2235214082263846,0.31528884609076935,AIQ
10,0.2567177990692763,-3.062508201294138,0.03091185382822609,3.2811482477372427,0.05969809380231839,AIQ
11,0.19387990598667193,-2.8954119885155594,0.06824856547341823,2.164589577705276,0.1437466465355191,AIQ
12,0.3589244834827524,-2.549373063049889,0.06526027283596716,4.758968375797136,0.022841684209776076,AIQ
13,0.23766636037779343,-3.1328772770560125,0.04100688991086313,2.494092854100731,0.11406717214246546,AIQ
14,0.24154900788321543,-3.070521962600227,0.05316774233106505,2.388575633697855,0.12573507009179005,AIQ
15,0.24987780668339366,-3.155608979384935,0.05279998575772082,2.331812953100414,0.13363619564287213,AIQ
16,0.30371565826344005,-3.540202494256116,0.03715922497443416,2.83526665814249,0.09508523556750566,AIQ
1,0.26625331424882215,1.9012674049244829,0.06841762297523157,4.535852076392065,0.020860605376131717,ARKF
2,0.17595620316676863,2.3704704994617862,0.054933310228849855,2.5623327863343413,0.09804005220239542,ARKF
3,0.09335272457488986,1.767382945519035,0.15271134926972446,1.184094809205557,0.32399711943615817,ARKF
4,0.07598173057139179,1.4850375560188,0.2334585176011156,0.9045265271672054,0.41926261482754573,ARKF
5,0.14329226576583598,3.380751274914762,0.07963326849318357,1.7562217900206725,0.19712568727527457,ARKF
6,0.0855272550009476,2.699679473347834,0.19349572877697568,0.93526302963831,0.40898526614847364,ARKF
7,0.018228840757952502,1.0183438757170002,0.5966495938165691,0.17638936076941167,0.8396485939517976,ARKF
8,0.0018720704104436825,0.040961881797920874,0.976515272676022,0.016880234681862376,0.9832769840455375,ARKF
9,0.016851931402703357,-0.016940944752918352,0.9369001486359518,0.14569668750643802,0.865487715924043,ARKF
10,0.09593859307935271,-0.03660920456211714,0.8577572447268988,0.8489564301268628,0.4462553562767833,ARKF
11,0.03824917214792034,0.1030384857096591,0.6292408925649798,0.2982776648605323,0.7463959359744045,ARKF
12,0.12636742700180303,0.09662800010073189,0.5977848967555478,1.0125217584056894,0.38842012793265385,ARKF
13,0.007024601502833239,0.036258117678527796,0.8555608911427153,0.04598292146766262,0.9552128955077428,ARKF
14,0.016743185988572495,-0.06772279498621828,0.7525695317208105,0.10216976328044822,0.9036531953823144,ARKF
1,0.09906507458288949,-0.3722835065907591,0.6011471270619604,2.309119679512393,0.11183091618549429,ARKG
2,0.2284189987157973,0.24436231966461613,0.713111849671956,6.068824226983615,0.0049127116177368636,ARKG
3,0.00930405544620605,-0.21561400553525104,0.772971233611567,0.18782867735259648,0.8294834091729592,ARKG
4,0.02445063796221436,-0.2982966551389881,0.6932074103982838,0.48873738102522973,0.617106840288198,ARKG
5,0.0034264436573121504,-0.22069653356925958,0.7734234755449904,0.06532626625961202,0.9368667464466077,ARKG
6,0.005197615725535676,-0.21501427540587528,0.7853827972591998,0.09665828353692467,0.9080946634738934,ARKG
7,0.0314347773810032,-0.6176811736316716,0.4665874475359282,0.5841898714141999,0.5627554131814785,ARKG
8,0.028017819077300055,-0.05012991146056245,0.952846696060317,0.5044452907431893,0.6081634360832047,ARKG
9,0.005358407090604089,-0.34746541800893654,0.6791096171567702,0.09158366308995404,0.9127092978031075,ARKG
10,0.0068210087647184725,-0.4117219458084415,0.6371809380579094,0.11331959859307268,0.8932111821665997,ARKG
11,0.0015503125249108907,-0.1779985689173142,0.8315505852696751,0.0248435156119902,0.975481339715265,ARKG
12,0.00013971075805285782,-0.011205415602597635,0.9894337140917523,0.0021658193380813006,0.9978366753301623,ARKG
13,0.022382065706158527,0.20957316428999795,0.8090649641904337,0.34341737586359355,0.7120941219248538,ARKG
14,0.012295597186196328,0.46631689797839615,0.56944052660813,0.18050558313999554,0.8357787994983136,ARKG
15,0.039061417237574836,0.7569583096125796,0.3512513164163654,0.5690892749399037,0.5724516823316088,ARKG
16,0.0631060950333846,0.8434905997378062,0.3139386065451678,0.90931564228828,0.41478265189829683,ARKG
17,0.06112097944859485,1.0040865442817184,0.23576827155729974,0.8462993798339205,0.4404790445021164,ARKG
18,0.06391292425087425,0.8754042371998962,0.3162107699429588,0.8534585871689124,0.43797882487311335,ARKG
19,0.12603837455302047,0.8242084803611722,0.3384483031887743,1.7305799826882695,0.19856758996298074,ARKG
20,0.06790186589585678,0.9076986148343309,0.31928450048960827,0.8377567009646067,0.4454601344799114,ARKG
21,0.08797420003634349,0.9272353126682511,0.3196305975273215,1.0610623081477977,0.3631435753213323,ARKG
22,0.09445988778497905,1.9964410754433102,0.173667998181686,1.0952897705615605,0.3528017853459929,ARKG
23,0.03595645291606553,1.2838736243971343,0.39916074125533696,0.3729754016281479,0.6933723512597381,ARKG
1,0.08677030684115938,-0.7765293206280416,0.35926605995720706,1.9953101145468464,0.14865533561668762,ARKK
2,0.033679961395886804,-0.7117548078739252,0.44178755275687553,0.7145036644516306,0.495427608841169,ARKK
3,0.030708551107587745,-0.8139099808673839,0.36863497464432615,0.6336288459508794,0.5359047766094132,ARKK
4,0.025332184207961905,-0.8992579662452631,0.322911562310355,0.5068163573800162,0.6063232181191982,ARKK
5,0.02623230968333823,-0.8934958752579532,0.3300494235150173,0.5118406463263803,0.6034646709813072,ARKK
6,0.02765251702333682,-0.9436087154806938,0.3157423839636951,0.5261201102363613,0.5952475888916466,ARKK
7,0.028599838326233362,-0.9809922765682386,0.33593638574808626,0.5299536794241221,0.593153483825636,ARKK
8,0.03384955261902245,-1.1093246963140275,0.27940657794563994,0.613121043869173,0.5473728949139335,ARKK
9,0.0315769032971297,-0.994019922699668,0.32841768845699404,0.5543107737504801,0.5795719500445665,ARKK
10,0.03404092322790864,-1.108445441485983,0.2887206608880231,0.581468973962562,0.564701586562846,ARKK
11,0.010816487109598927,-0.39078443206951696,0.6090962848673118,0.17495620529287814,0.8402913774205955,ARKK
12,0.007205247069932863,-0.004019825693119733,0.9951667606742662,0.11249186123753253,0.8939677140112683,ARKK
13,0.06454056141766507,0.5023803989334761,0.33222939456579725,1.0349015481976631,0.36759908292810073,ARKK
14,0.08878000017997245,0.7458302275564095,0.11211686092770876,1.4127323839071289,0.25973891799391735,ARKK
15,0.140546812970352,0.9362583365499271,0.04199143233621398,2.2894270581337093,0.11998063863470292,ARKK
16,0.1757003955075087,1.0478206880429168,0.02751722862215931,2.8775403098873804,0.0736459272812358,ARKK
17,0.25759467729997265,1.1291845271495609,0.01440229931293922,4.510650317970195,0.02081296720180077,ARKK
18,0.1887758835382316,1.0324790010186773,0.033458034273954565,2.9088121227459887,0.07315780451571538,ARKK
19,0.21718910857239004,1.0614722160054657,0.03007107150364111,3.329372817125263,0.052951993357635174,ARKK
20,0.2386411401088211,1.0477464369453346,0.03447280023396587,3.604572371619471,0.04347886200755912,ARKK
21,0.1951536786423239,1.0595058050644037,0.0445698880864285,2.667205413133232,0.09179998229007645,ARKK
22,0.2631313611465238,1.7948512324462043,0.02353455804048016,3.7494868777932737,0.04051312742524892,ARKK
23,0.12610194778260952,1.161185352880397,0.11700357242016969,1.442982364620724,0.25978119709482095,ARKK
1,0.33770536105567883,-0.056360520173326795,0.9469067674418205,2.549510000518587,0.12742545645250475,ARKQ
2,0.06951003242003684,0.40158349722531106,0.7175045259810425,0.33616176078038706,0.7231071027622923,ARKQ
3,0.09803783667774468,0.6382187300144222,0.591997175639144,0.43477582836351186,0.6618404068713323,ARKQ
4,0.034540022271940085,0.6779792710786645,0.6394918448115394,0.12521500708529767,0.8842396054064718,ARKQ
1,0.1065756203546212,0.08536802030017376,0.8700659629738181,0.5964445496602835,0.5692315935492002,ARKW
2,0.07722579607898494,-0.08455816780296851,0.8876814790405969,0.3765992600126669,0.6965134448848012,ARKW
3,0.015411729258107743,0.13534998910000642,0.832053361274928,0.0626118742872895,0.9397636253143745,ARKW
4,0.043001203764769125,0.26260244514594877,0.7035971888478791,0.1572668782539386,0.8574126175739804,ARKW
1,0.056427169370745545,-0.4205065294062429,0.5837185894588031,0.5083136394797196,0.6103671216951179,ARKX
2,0.16612893968351272,0.03507461937086277,0.9379003338716052,1.5938093797903015,0.23377131212504554,ARKX
3,0.2870122413920514,-0.03788876898153101,0.9216720361110691,3.0191146824780675,0.0790889028466558,ARKX
4,0.04982835657885187,-0.2849203594759272,0.5143677794940649,0.36708998681132354,0.6992209907777964,ARKX
5,0.2126086000664632,-0.30191705423853726,0.4604018903836462,1.7551066731852305,0.2114654084818102,ARKX
6,0.10097534748493087,-0.2930349058162372,0.5564625309050651,0.6738993009976776,0.5279947511103493,ARKX
7,0.14789583128853667,-0.5118151127128131,0.46241601536252674,0.9546098962489544,0.4146768539111018,ARKX
8,0.05021449385729593,-0.5871694979521059,0.7170802142548881,0.26434649472189,0.772907798931965,ARKX
9,0.2024086875699742,0.22138997702248517,0.8746971675423141,1.141987230640496,0.36141973819283657,ARKX
10,0.006213695695708288,0.15188328861231487,0.9314415872692889,0.02501018848336118,0.9753759191495767,ARKX
1,0.21774224513975193,0.9820388344301864,0.03094852920600116,3.89691430096609,0.032129079313504116,ARTY
2,0.1415404237190081,1.0005328393424495,0.04850867478489884,2.225842396079424,0.12741424055809816,ARTY
3,0.10218691237553124,0.6758305702666351,0.10411842023778224,1.47962853203311,0.2462731781421936,ARTY
4,0.11499230941884708,0.656772477990218,0.09195591910792592,1.6241710473630988,0.21718911633733648,ARTY
5,0.1457554638805827,0.5361979798024022,0.15363912277126437,2.047499858193399,0.1510033269758815,ARTY
6,0.2805464461929065,0.696919661693654,0.0539198568521441,4.484353596067559,0.022674189134827282,ARTY
