Variable,Coefficient,Std_Error,t_stat,p_value
CumRet_lead1_5,-16.445390491313322,9.065136916082928,-1.814135919131757,0.06965680279829967
CumRet_lead6_20,14.643175528271795,7.819506662852536,1.872646978847896,0.06111714949906494
CumRet_lead21_60,-3.075573130274712,0.8191468819920338,-3.754605184842322,0.00017361492599685826
