Variable,Overall_SD,Between_SD,Within_SD,Within_Pct
Fund_Flow,72.90187155728988,1.870773710364748,72.88204171959846,99.94560594854957
Return,0.023449525837970407,0.0004690916888955607,0.02344697135439582,99.97821410585964
Close,30.372370359739673,26.883517214375388,23.46694651132294,59.69745170302241
Flow_Pct,1.7633290577857583,0.11790201571886293,1.7608327897409437,99.71706913069929
Excess_Return,0.01747034337789563,0.00033474607877422024,0.017468524231810185,99.97917555099656
VIX_Close,6.654989564043518,0.9690231425186793,6.605822430173983,98.52785613731024
