Variable,Coefficient,Std_Error,t_stat,p_value
CumRet_lag1_5,8.23175601569572,43.77578550975364,0.1880435935035731,0.8508424780152518
CumRet_lag6_20,26.770701522223902,8.57887953980986,3.1205358925948086,0.001805222968404612
CumRet_lag21_60,23.262094173653274,6.9598445498784525,3.3423295602284,0.0008307835871273636
