ETF_excluded,n_obs,n_etfs,r2,CumRet_1_5_coef,CumRet_1_5_pval,CumRet_6_20_coef,CumRet_6_20_pval,CumRet_21_60_coef,CumRet_21_60_pval
ARKK,7251,5,0.03439654569184247,65.09375916646984,0.0002455975283743406,28.451175875273094,0.014030260430496915,19.206991975340397,0.027538461936040648
ARKF,8309,5,0.004185388848041094,-5.103897531994417,0.9396245238345239,37.59891470113679,2.711170496031085e-07,30.52010141869458,1.8663621305902045e-05
ARKG,7246,5,0.0024536005908056824,-31.182229686765748,0.5817994813161019,26.99033563826563,0.005151826575433844,22.221091136609267,0.033830232216666555
ARKX,8851,5,0.0042392407979428,8.168481456278707,0.890465323514001,34.45412140057896,2.3917050706173494e-05,27.825759006753216,0.0004218513923501107
ARKQ,9239,5,0.004154823326307233,7.672775920556008,0.8954694547209733,33.9803821990977,3.32465368400539e-05,27.35989816045477,0.0006075965183454703
ARKW,9239,5,0.0043180342605094735,8.427504880739448,0.8886257975613865,35.44355987652197,6.59781232911191e-06,27.83871809162688,0.0006142192845147603
