sd_flow,mean_aum_millions,CumRet_1_5_1sd_effect,CumRet_1_5_std_beta,CumRet_6_20_1sd_effect,CumRet_6_20_std_beta,CumRet_21_60_1sd_effect,CumRet_21_60_std_beta
72.90187155728987,2424.029279208779,-0.06010859961452258,-0.0008245138064430389,3.11620210710409,0.04274515921933809,4.118964434444034,0.05650011922131724
