Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,-940.4930598747035,1043.9745497669253,-0.9008773825805191,0.36765351792771567,,,,,,
VIX_Close,11.544467450142502,11.348984880855939,1.0172246743950037,0.3090465605904351,,,,,,
Peer_Agg_Flow,-0.036729531249439236,0.03482869926553661,-1.054576599872724,0.29161901052038314,,,,,,
_SUMMARY_,,,,,0.009480214906653295,0.6036973283638596,3.1711746226672144,0.023584662151417145,1085.0,44.0
