Variable,Coefficient,Std_Error,t_stat,p_value
"lag(Flow, 1)",0.062267538573228545,0.009825560675464782,6.3373013133709115,2.3382444191594867e-10
Return_lag1,-10.507476069693297,1.90747427474653,-5.5085807493207515,3.617382984267785e-08
Return_lag2,-3.0875787240885373,1.2785070065930175,-2.4149877225282936,0.015735740089775817
Return_lag3,2.238844136183639,1.4452303228093817,1.5491261848364433,0.12135138944218946
month_end,-0.32061010898648457,0.137468577515875,-2.3322428643699338,0.019687918375878112
quarter_end,1.4529914856764647,0.12164262629507612,11.944755962041238,6.915303151049524e-33
january,-7.270520876241897,0.36133863299240276,-20.121072623847454,4.82525054459862e-90
Peer_Agg_Flow,-25.19765313658829,0.9275663591550605,-27.165337431535743,1.6684957824705233e-162
