ETF,R²,Adj_R²,F_p_value,N,Return_lag1,Return_lag1_pval
AIQ,0.998973093303959,0.9986521849614461,2.611156246554209e-23,22,-15.314052397230824,0.5900597444452699
ARKB,0.9999999133391797,0.9999994800350782,0.0004997585516873871,7,0.34482841167748884,0.7140681378340294
ARKF,0.9988240147031116,0.9983717126658468,1.4679103465644466e-18,19,-3.1804450291086255,0.8709820897035373
ARKG,0.9900215502454867,0.988239684217895,4.284600557589521e-27,34,-35.86884421848869,0.2202740967925922
ARKK,0.96894374745181,0.9633979880682046,3.3269660399740025e-20,34,-94.56024325150892,0.0848164701597319
ARKQ,0.9997690090165499,0.999384024044133,1.191738859451125e-05,9,-4.665864626638211,0.9061864412768499
ARKW,0.9998338366813042,0.9995568978168112,7.271376576957515e-06,9,18.999262741452128,0.35774168354867525
ARKX,0.9997227506333097,0.9995247153713881,2.7530067275045287e-12,13,-6.068502838628021,0.8005320120518264
ARTY,0.9986677695429025,0.9982514475250595,2.0943191046984443e-22,22,-0.3136819750245934,0.9902663086131769
BKGI,0.9998268106585825,0.9995381617562199,7.737361625078482e-06,9,65.31645419841266,0.3881535356914686
BLOK,0.9985895189777682,0.9981487436583207,3.305982877419459e-22,22,-15.12955323068526,0.2770431612893292
BOTZ,0.9275717578269749,0.9103269382619689,2.92175661645699e-11,27,-57.42030360027226,0.7795496539759831
BUG,0.998014381931951,0.9970215728979266,3.6117288497533604e-13,16,-96.4235529771359,0.12641516507465414
CGW,0.9747626479086076,0.9706921072487056,8.478399050640562e-24,37,56.04787840293454,0.6325144618125571
DSI,0.97450893521338,0.970397473151022,9.896685173284848e-24,37,29.42215138076591,0.8208401794078775
DTCR,0.998565688567502,0.9976692439221908,3.8123954133539826e-11,14,101.92361614519314,0.2668044794168768
FPX,0.9757914921385246,0.9718868940963511,4.45434703038617e-24,37,-5.940606498837283,0.9408286113576052
GII,0.9732840537321289,0.9689750301405368,2.0448027966196246e-23,37,26.90666409258006,0.8682566339055126
GNR,0.9756135108343503,0.9716802061302133,4.988639396150814e-24,37,-66.90926857953973,0.48509259759728807
GRID,0.971035462893194,0.9663637633598382,7.132256911384631e-23,37,-41.362477087909376,0.6399421349603303
GUNR,0.9765789989027772,0.9728014180806445,2.670897284228471e-24,37,-135.36060757205342,0.19007961361403258
IFRA,0.9979672866250001,0.9973320636953127,6.1462599240640166e-21,22,-129.01886884451847,0.020792258585101503
IGE,0.9741953911461587,0.9700333574600553,1.1956039946403989e-23,37,-138.58232713234233,0.09874069537271414
IGF,0.9754485807710885,0.9714886744438448,5.53671653699803e-24,37,-16.880573767821943,0.9119321141066123
IZRL,0.9973653998090819,0.99654208724942,4.8906914892196656e-20,22,-109.73533947111366,0.02548001418569916
JUST,0.9983943069365919,0.997892527854277,9.322871154609285e-22,22,-52.13089152856878,0.3151756646099804
KOMP,0.9870484614634163,0.982422911986065,1.06996966121442e-12,20,-55.062830703138474,0.5587140726721853
LIT,0.9589461931515146,0.952324611401759,1.5617938556745697e-20,37,-50.441205068221095,0.4018969209145846
MOO,0.9694101048373146,0.9644762507788169,1.658556988077125e-22,37,61.47521345648964,0.6415216618526911
MSOS,0.9926044806560571,0.988495858798311,2.637819140401182e-09,15,87.02351197844354,0.08085476353650294
NFRA,0.9742385973628661,0.9700835324213929,1.1650215024647e-23,37,146.17205761516038,0.39629305697161166
PAVE,0.9858075136909618,0.9820726488727938,7.233017954088107e-17,25,12.040480256519665,0.8912803814236485
PBW,0.9732016834806128,0.9688793743645826,2.1444823031752664e-23,37,-45.73948974591984,0.23245482334319317
PHO,0.9724024347600126,0.9679512145600146,3.37793300623716e-23,37,53.83080459857803,0.6104687960516197
PRNT,0.999819005314462,0.999517347505232,8.26621767756282e-06,9,36.25433789266572,0.43111688219108124
PWRD,0.999789209235029,0.9994378912934107,1.0389001891590181e-05,9,24.33970311448229,0.5816133714159857
ROBO,0.9687649447376542,0.9637270325985662,2.289919932634331e-22,37,-41.61645521195253,0.6261357733820219
ROBT,0.9984099540736693,0.997913064721691,8.62056744260173e-22,22,-3.5517242742190547,0.9030031063797611
SAMT,0.9997676332990033,0.9993803554640088,1.2023997005723887e-05,9,-9.642793856807714,0.9115803688159771
SIXG,0.9935688897905212,0.9910953858637985,9.119462495971392e-14,19,45.008253417586445,0.6725904877424973
SUSA,0.975196662409416,0.9711961240883541,6.483567964053182e-24,37,32.26423891905887,0.8048781487907948
XT,0.9951500772908366,0.9942519434558064,2.420291776554825e-30,33,31.154412984846545,0.5420572903026355
