Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,-13.680205000593126,5.194014267961245,-2.6338404738273624,0.008442514360264912,,,,,,
Peer_Agg_Flow,-42.833258043566055,0.16888128842831995,-253.62938927213492,0.0,,,,,,
_SUMMARY_,,,,,0.9982357890044107,0.9992722873518973,366089.1792991695,0.0,1384.0,44.0
