ETF,Beta_Pos,Beta_Neg,Asymmetry_Ratio,Wald_P,R²,N
AIQ,101.43702540543423,827.0657947748554,0.122646863219688,0.13567836197325436,0.40176523009389387,60
ARKB,175.60933361448605,-718.7263692446728,0.24433406248756145,0.161634692711801,0.7945581209686765,21
ARKF,-314.978705624539,543.3225452337155,-0.5797269198336834,0.533986858543753,0.35661635308492445,51
ARKG,147.30444048105986,333.4485849111605,0.44176058063136076,0.06484676034477227,0.4127228434665414,103
ARKK,398.32889859230687,764.7668116282833,0.5208501369773294,0.001872386729301156,0.43401313335761826,103
ARKQ,153.94625066912258,-63.80467276917121,2.412773923722801,0.6085372340852058,0.559781231134423,26
ARKW,88.3546826590836,63.75064870450533,1.385941703411082,0.3803858384233024,0.6023041392586026,26
ARKX,90.74129547686215,-31.129738089278646,2.91493925251219,0.4676922328812543,0.7164099132773255,35
ARTY,111.70508348346048,31.554178553823913,3.5401043095740303,0.0345854654497978,0.5152968233675681,59
BKGI,-497.584160134499,989.2234742808881,-0.5030048043453637,0.011349002895754664,0.8067294602942864,26
BLOK,19.3030321665528,70.71810860694264,0.27295741567185744,0.24509458289025027,0.5374935958659582,64
BOTZ,316.2839897204865,314.88089794646424,1.0044559444004786,2.180346283859202e-05,0.5609966585667965,80
BUG,53.726501280023555,-385.3960605948139,0.13940594306309972,0.501251121068947,0.6722222915294693,44
CGW,9.909133212876126,64.2551163766655,0.15421547374980193,0.0017055501318468675,0.25981264222249,110
DSI,59.941921996967665,72.82345293166152,0.8231128789404967,0.1874935285534097,0.1159562696080012,110
DTCR,348.54655446734307,145.32793517973394,2.398345191076162,0.001480743978906245,0.6010611718935779,39
EUAD,246.89516926412463,-1479.2132431954676,0.16690978829446512,0.31738317498469715,0.5392279118327864,15
FPX,22.70396031649149,103.05912763030291,0.22030033475478156,0.0009442239604302817,0.29103684550663345,110
GII,2.8388385963971756,66.11629921149544,0.04293704623902475,0.009021234470147335,0.23937202088766074,110
GNR,160.493716711631,119.28982361019115,1.3454099591603363,0.01437149536164697,0.2943659899946216,110
GRID,214.3084259942652,220.28225732141127,0.9728810145683694,0.0428090290471066,0.16756287614584542,110
GRNY,2238.5727423813655,1865.3451888691998,1.2000849793053165,0.06202007825357183,0.7416221228838416,14
GUNR,591.3845065605129,96.83976585792063,6.1068353617063496,0.0009225819879356098,0.31708978488250494,110
IFRA,-63.929970524509656,406.1228302929792,-0.15741535751238175,0.14799961765916123,0.49047714007314935,61
IGE,-48.233032338980074,129.5836422242865,-0.37221543947265484,0.20929211294327985,0.22543309007971146,110
IGF,695.5554992443972,-14.793571587167483,47.01741531083332,0.0029144353274426784,0.33552968281480877,110
IZRL,55.93598132574588,19.47871982493869,2.8716456640097467,0.11722014385244245,0.4345119015655555,65
JUST,17.53168413277591,0.480614082249786,36.47767466718609,0.4933259702643241,0.5097244885703202,59
KOMP,-21.53403864526103,64.92944819711614,-0.3316528823699055,0.4441885049326285,0.5704184376525736,55
LIT,215.23703463138565,156.6377501709427,1.3741070361167222,1.89458219940883e-08,0.4970772148528775,110
MOO,66.99044415017227,100.13833977962844,0.668978977458546,0.0048640831663580375,0.35991355354314214,110
MSOS,-25.974055251596518,97.97738071125794,-0.26510256819523254,0.30542332276962864,0.3285771677355962,40
NFRA,137.4819789151389,107.2901652991295,1.2814033656471062,0.0652172041186309,0.300854726914459,110
PAVE,500.5111197300343,914.4522030097218,0.5473343692351663,7.41092610822971e-05,0.41970232021269127,74
PBW,51.01753479351769,30.7211412303587,1.6606653512956755,0.00806749019321784,0.48873808265528684,110
PHO,97.74126272686084,70.00655277072325,1.396173056070492,2.144625040655125e-07,0.34562463202666627,110
PRNT,2.3451642025660324,14.811329938138984,0.15833582887970546,0.12017095250808427,0.6886139237687183,26
PWRD,60.643369553840635,-42.83299545548558,1.4158096791727905,0.9483118308713625,0.39513327484135297,26
ROBO,36.79222193032981,258.31009456392354,0.1424343171428978,3.843813603533489e-05,0.45384604518602023,110
ROBT,-10.767841592248088,55.089379397249814,-0.1954612978048114,0.03404482817860183,0.5212292007067827,63
SAMT,187.20251604304585,122.48649939860279,1.5283522425915723,0.03573840864358268,0.5611793558231561,27
SIXG,-135.57811641205436,134.50154925073755,-1.008004124616512,0.994529539922596,0.3770005325053052,50
SUSA,410.30246485906673,127.54161027615994,3.2170086607081236,0.02158482328849579,0.2700708370408518,110
XT,48.5515784776023,267.1188814014204,0.18176018940660374,0.010165791299901089,0.27608647508454376,98
