lag,correlation,p_value,ETF
-20,-0.09031462684844335,0.5242944428521714,AIQ
-19,0.10867539807966786,0.4385751592823088,AIQ
-18,0.11521335251551726,0.4067654972959256,AIQ
-17,0.04883171196150714,0.7233097115184437,AIQ
-16,-0.06974816817457458,0.6094924454149806,AIQ
-15,0.18297697690632084,0.1730798830214525,AIQ
-14,-0.09530270022839403,0.47669632999010025,AIQ
-13,-0.15354045484903597,0.2456285937387508,AIQ
-12,-0.09826090406127393,0.45510887658565186,AIQ
-11,0.019475999819229813,0.8815697112769693,AIQ
-10,-0.08073817776825626,0.5327491285187578,AIQ
-9,0.011462409095148061,0.9289539004730732,AIQ
-8,-0.13161546204689512,0.2998805703725371,AIQ
-7,-0.06664511582949556,0.5978661513894922,AIQ
-6,-0.08379389279926268,0.5035491023792588,AIQ
-5,-0.1070942201970355,0.38836199733076704,AIQ
-4,-0.028343621409452326,0.8185267262642656,AIQ
-3,-0.016354030913229338,0.8938976853830636,AIQ
-2,-0.1691689254063184,0.1615141269185501,AIQ
-1,-0.04814661485688055,0.6900988252929919,AIQ
0,0.21626622292542172,0.06805810233241996,AIQ
1,0.14157383171825752,0.2389198954823926,AIQ
2,0.05881069244239229,0.6286663177503768,AIQ
3,0.17067023246588414,0.16088402985744252,AIQ
4,0.15974554727091667,0.1931737824921363,AIQ
5,-0.05006873912159028,0.6874115677293346,AIQ
6,-0.09390715840355957,0.4532616837017709,AIQ
7,-0.027983578704594753,0.8248771151350737,AIQ
8,-0.03676769752615752,0.7730085602384226,AIQ
9,-0.1691780769988694,0.18500636745384305,AIQ
10,-0.07157443117317652,0.5803879876690454,AIQ
11,0.06702288423936861,0.6078017886607221,AIQ
12,0.05482936219376679,0.6773474212029686,AIQ
13,0.1190033890568208,0.36933463785808684,AIQ
14,-0.042179548935466195,0.7532346862512476,AIQ
15,-0.12040393011704345,0.3723167333274746,AIQ
16,0.06119398335807057,0.6541346375283272,AIQ
17,0.01393534938849772,0.9195676079740441,AIQ
18,-0.09805769959567112,0.48055127454615154,AIQ
19,0.2945601804598475,0.032270114000138204,AIQ
20,0.025250101347561924,0.8589718469232683,AIQ
-16,0.4075095576043559,0.2424401596462649,ARKB
-15,0.30162184993646846,0.3673737831768407,ARKB
-14,0.6260370499914416,0.0294259762757168,ARKB
-13,-0.14065672823293363,0.6467117283534796,ARKB
-12,-0.08686439748824655,0.7677858400180406,ARKB
-11,0.039811823395803025,0.8879739395698026,ARKB
-10,-0.040707192720215654,0.8810160438784235,ARKB
-9,0.41627237325735245,0.09650451200322123,ARKB
-8,0.5640550080867508,0.014759054046573038,ARKB
-7,-0.09649589097998032,0.6943343470909511,ARKB
-6,0.3332167529177542,0.15110219384561016,ARKB
-5,-0.1858599707419273,0.41988035401644186,ARKB
-4,0.08805454863768084,0.6967861758947149,ARKB
-3,0.08789080075413438,0.6900578086286385,ARKB
-2,0.11603546176709259,0.5892393293303275,ARKB
-1,-0.13886087567398486,0.5079857660051216,ARKB
0,0.6394508259638616,0.0004363453044606762,ARKB
1,0.02853461374051336,0.8922988520915066,ARKB
2,0.4117190909314925,0.04560897393555281,ARKB
3,-0.01878997583979375,0.9321855386064628,ARKB
4,0.008912846931586334,0.9685991366153388,ARKB
5,-0.05385988374645306,0.8166378920459475,ARKB
6,0.03917695422788684,0.8697424876187696,ARKB
7,0.008883931865334968,0.971206063695201,ARKB
8,0.37301376855462864,0.12736032126436986,ARKB
9,-0.3329964610751288,0.19153414955249173,ARKB
10,0.1154894106023604,0.670169955048935,ARKB
11,0.32741845903121825,0.2335495610020495,ARKB
12,-0.20904273118343947,0.4732341307216784,ARKB
13,-0.18324778260052071,0.5490085959869242,ARKB
14,0.296686422098574,0.3490549191809945,ARKB
15,-0.40013630057538874,0.22269600518076813,ARKB
16,0.7021088393538711,0.023599711751381532,ARKB
-20,-0.03387695144248053,0.8292513525944388,ARKF
-19,0.1620463834175534,0.29329753396043146,ARKF
-18,0.25962900994048554,0.08501398276996587,ARKF
-17,0.20193660436939764,0.1783602991017527,ARKF
-16,0.15580882672996144,0.29564787104268775,ARKF
-15,-0.2513473401952411,0.08483996093333845,ARKF
-14,-0.2030342963522612,0.16176134366942233,ARKF
-13,-0.28167091746815054,0.04751699046217291,ARKF
-12,-0.022100293499977233,0.8776620482634737,ARKF
-11,-0.40484959824000866,0.002910368416923513,ARKF
-10,-0.159912810761793,0.25270589483319555,ARKF
-9,-0.23882294622440875,0.08200258304213316,ARKF
-8,0.05721804299592671,0.6781902297095991,ARKF
-7,-0.17821546114417403,0.1888087908215461,ARKF
-6,0.015038692254845994,0.9115922095287368,ARKF
-5,-0.1121665509418282,0.4018682167863666,ARKF
-4,0.14729039775595398,0.26560659101991446,ARKF
-3,-0.056798711088019316,0.666428976652002,ARKF
-2,0.06338920025379653,0.6274409922608032,ARKF
-1,-0.02082338295670548,0.8723737749932482,ARKF
0,0.21063400841941018,0.09751452464334683,ARKF
1,0.160765451799121,0.21194149714593985,ARKF
2,0.16552527064119782,0.20235748275993734,ARKF
3,0.13672257741331773,0.2975638787588678,ARKF
4,0.034393337975793616,0.795940567264612,ARKF
