ETF,R²_Absolute,R²_Excess,R²_Combined,F_Abs,F_Exc,F_Comb,N
AIQ,0.2672978330051874,0.10930289340509913,0.39283088993129733,1.3680413664950295,0.4601854516358527,0.8896079604484743,20
ARKB,0.015030416046388662,0.10738071274974537,0.5542047815925089,0.09155866104651153,0.7217906734720164,3.1079560676552793,8
ARKF,0.09620520735387561,0.06163809194560965,0.36253835507919885,0.3193375580496762,0.19706072278683215,0.5687218328629653,17
ARKG,0.19326324068570888,0.22063063919603199,0.550617964111016,0.7871313455013692,0.9301485015075099,1.4003178209491012,31
ARKK,0.16958190901204862,0.24488184235170474,0.474206199389938,0.6709845403014862,1.0655441927563696,1.0307271434754877,31
ARKQ,0.5782778877354693,0.45824404605618385,0.6185938449875001,4.113689116017257,2.5375487397248264,1.6218769331796095,9
ARKW,0.283183725734765,0.20674576094957497,0.3685303583555397,1.185172836756697,0.7818896544330955,0.5836074041434843,9
ARKX,0.7486055787159036,0.6145939807262293,0.7860601733664493,7.940834697307966,4.252443397290111,3.0618429246184777,12
ARTY,0.5833268043745827,0.2727739467382291,0.8044659758772874,5.249858976700752,1.4065809326830552,5.657024253421402,20
BKGI,0.017340098773076074,0.08727399480624887,0.345311315383769,0.052938250817273484,0.286857154204966,0.5274435369021011,9
BLOK,0.15532770102551963,0.12404457841538541,0.5710669962280195,0.5148950230752091,0.3965096978733966,1.1982297750126898,20
BOTZ,0.17856375021077808,0.3153288216688256,0.4028697877390226,0.6521397744131585,1.3816653817855096,0.6746766106735649,25
BUG,0.5112327505170624,0.1379659422281032,0.7242689210194525,3.8351998568076464,0.5868389038022265,3.50229614399301,15
CGW,0.20364339880534943,0.29970960227287513,0.4875011982101345,0.7671565671704919,1.2839370777278312,0.9512240741004101,33
DSI,0.26495132765951934,0.09194195815484607,0.3904327280258566,1.0813623816878004,0.3037535727386613,0.6405080226197216,33
DTCR,0.33171174129964465,0.3329200369496864,0.44644167011348745,1.4890808134714348,1.4972119778296042,0.8064943584265356,13
FPX,0.22536606038029328,0.2431642834141735,0.46358504664578504,0.8727970032823485,0.9638721247635449,0.8642284182179807,33
GII,0.311961640394099,0.1857764802110603,0.5025288293916748,1.3602220110494407,0.6844919448871359,1.0101667374556902,33
GNR,0.5739397645718178,0.2899628099205812,0.7729152279391155,4.041257903322188,1.2251307986620323,3.4036418247009816,33
GRID,0.6459344298616599,0.46424612508246677,0.7896563054468593,5.4730068468047985,2.599586191442442,3.7541239689852564,33
GUNR,0.6490902062052124,0.3542237835239834,0.7491388258834757,5.549205673508225,1.645572140099738,2.9862685149336925,33
IFRA,0.2354451251207822,0.2790055479513528,0.41717473145603345,1.1548147140418328,1.4511495918514759,0.9841976432920809,20
IGE,0.27702507006619803,0.14686169574441943,0.54293507806249,1.1495214782547025,0.5164286787213214,1.1878729957244898,33
IGF,0.37556116286012164,0.2621694703824009,0.5990258642860813,1.8043136037805099,1.065974339059719,1.493926442960066,33
IZRL,0.18884784348791062,0.27802262790239696,0.5394990094194159,0.6984429812771978,1.155254881858589,1.1715479889396847,21
JUST,0.11857531449309999,0.15396900969745553,0.34076024810973515,0.5044758067938684,0.6824617454722117,0.7107358738719971,20
KOMP,0.14590064253030888,0.13834489283096607,0.6809039793045522,0.5551779006464489,0.5218107546276473,2.4005845483379575,18
LIT,0.2155007746248344,0.1282628635986689,0.4437280574546484,0.824095554161103,0.44140438066511084,0.7976818953410945,33
MOO,0.28532464963324733,0.4053799378108115,0.7047590775256876,1.1977101889137194,2.0452384484893122,2.3870643392499407,33
MSOS,0.13562711156494445,0.1296230468495616,0.38365292785232974,0.523027015229106,0.4964249355039975,0.7262062281479379,14
NFRA,0.36256440173045623,0.27655093152293553,0.5067032806510292,1.7063578001356468,1.1468019390989224,1.0271774791443,33
PAVE,0.35223380033290663,0.018109396373395814,0.46880548616599327,1.9575607400481048,0.06639622245434681,1.1473144321784876,24
PBW,0.5410856402622284,0.5834862961671943,0.6589371856915752,3.5371674177165224,4.202644168471922,1.9320112250516268,33
PHO,0.2830517952719649,0.3152519487735749,0.5116449519296624,1.1844026949450424,1.3811734763272694,1.0476905152334381,33
PRNT,0.07114493116668863,0.24597816105550097,0.46653103872372303,0.22978266541426187,0.9786646023402776,0.8745233042379618,9
PWRD,0.009667190020829941,0.013217503959868093,0.046510483283569326,0.029284670537271008,0.04018363929105577,0.04877922878873307,9
ROBO,0.22813141015226346,0.3956771062556699,0.5175110517545295,0.8866719535663425,1.964233576213323,1.0725863330889005,33
ROBT,0.603995677779871,0.6127054549291642,0.881264520795776,4.270629896922058,4.429639651877571,6.679874238364829,20
SAMT,0.39637385554865834,0.023273489686312376,0.3974508567073539,1.969963656439719,0.07148415479837177,0.6596156697451646,9
SIXG,0.25304056120594864,0.5292012860939992,0.7174347910983532,1.0162823363520652,3.372149947289313,2.5390061072524763,17
SUSA,0.2687673093517752,0.3905446150915389,0.6109908428440476,1.1026612162819922,1.9224275874608832,1.5706335740551818,33
XT,0.2046424679150467,0.17328358355642237,0.4756690120881283,0.8086451892053261,0.6587573894601054,0.9719917034163222,30
