Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_between,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
const,1.6135141458499689,0.2657315800719113,6.0719698630223995,1.6712562445064805e-09,,,,,,,
Return_lag1,-0.5311553882721252,0.6356658595193968,-0.8355889817233726,0.4035450916735588,,,,,,,
Return_lag2,4.763669739510934,0.8630337816552334,5.519679346009582,4.121860786021614e-08,,,,,,,
Return_lag3,-0.6899128025466473,0.3579421644588433,-1.9274421150961512,0.054149852564759904,,,,,,,
CumRet_20,1.4126361455648868,0.2552131640180363,5.535122574888236,3.7825623966369903e-08,,,,,,,
CumRet_60,0.4774819168922162,0.7413006310272834,0.6441137332238998,0.5196192892711613,,,,,,,
CumRet_120,-3.362923747147586,0.494381440926407,-6.802285581040221,1.5891066240669716e-11,,,,,,,
VIX_Close,0.02823823516802707,0.013638621975295844,2.070461020121832,0.03861313561917168,,,,,,,
Peer_Agg_Flow,-38.65382701149614,0.30356125838311515,-127.33451962013004,0.0,,,,,,,
_SUMMARY_,,,,,0.9825312984392061,0.9162693383126768,0.9779191526920838,8830.50256014246,1.1102230246251565e-16,1295.0,31.0
