ETF,R²_Absolute,R²_Excess,R²_Combined,F_Abs,F_Exc,F_Comb,N
AIQ,0.13050475540781303,0.17176789768981526,0.23802879936848442,0.8755398544312518,1.209780930243795,0.7549317673210652,83
ARKB,0.36238445267474584,0.3793645309128826,0.47423296964501194,1.8186982005437953,1.9560056738407618,0.992181396877055,22
ARKF,0.17698636589488403,0.12567999394610585,0.32596043241517303,1.0931540572559773,0.73070877726203,0.9873345446156749,74
ARKG,0.2541797135575754,0.24599729714118646,0.41949152167398895,3.2092525230409863,3.0722363982205296,3.04105834733382,126
ARKK,0.18129975761183703,0.18091909304776388,0.2729554785120848,2.085304603303994,2.0799591083201627,1.5799412619017312,126
ARKQ,0.4195729188988552,0.40924308079081273,0.47543310646606785,2.258966568326676,2.1648237809609747,0.9629804736953363,34
ARKW,0.34974864665078575,0.2925336395943442,0.5036357301373874,1.680833903926893,1.2921711545523509,1.0780650336074484,34
ARKX,0.24962784345455302,0.40545515461419757,0.5070639080079642,0.9980161494948838,2.045876729539701,1.0286605429089917,49
ARTY,0.24791645024579279,0.30569408539192966,0.3514517478293806,1.8954271628188002,2.531652048500588,1.287025133906594,82
BKGI,0.2052864389467356,0.2111305929712537,0.348073935743314,0.7749450204725143,0.8029108154915183,0.5339162749079244,33
BLOK,0.1305369502760355,0.14070930471294807,0.2160549221531024,0.925833317805875,1.0097949201850909,0.7119655419762091,87
BOTZ,0.18100558011159185,0.2998242734365192,0.36859649530019967,1.6575715510026428,3.211596697032912,1.8972631618432445,103
BUG,0.42788769587829156,0.5181732161146829,0.6367632874781535,3.3032628556445442,4.749836347241976,2.994752215131394,66
CGW,0.07992878694824357,0.16256493329436672,0.22330927396059808,0.8687239184794202,1.9412243379522802,1.2938119371489865,133
DSI,0.16557164408069558,0.2070592940183773,0.30088204958012565,1.9842523675778303,2.6112834472540767,1.9366821039245266,133
DTCR,0.3364972771965401,0.5388039541278458,0.7192465201490654,1.732772136282659,3.9916073140989505,3.095561079569029,54
EUAD,0.1437820125318251,0.225690002995229,0.25664757765234525,0.6157318817555067,1.0687321798551022,0.46034257764628195,15
FPX,0.2217829842407555,0.28572144379638553,0.38183578736244017,2.8498860825393204,4.000140299815145,2.7796190850317415,133
GII,0.1641817815534925,0.09751276715712287,0.21788608060915893,1.9643240351789508,1.0804891593862567,1.253637530840622,133
GNR,0.1807846589029335,0.28850250063325433,0.35933513613255696,2.206802654120619,4.054863170847828,2.5239531677065314,133
GRID,0.10570504760116406,0.08358653248101555,0.14150064912223526,1.1819931144375049,0.9121050207534619,0.7417046039685601,133
GRNY,0.697589062797308,0.7075497332669788,0.8146119340433823,7.689195693449701,8.06461603621313,5.126438882747048,14
GUNR,0.33773902528063493,0.2564597576087094,0.37545397759509447,5.099787518413763,3.4491711811577583,2.7052336234119205,133
IFRA,0.05708633240536898,0.2159654329614651,0.2895655083438935,0.3582096767424383,1.6297693138477811,1.0019904012346048,84
IGE,0.1280549777464698,0.13196113937927467,0.2577314919064333,1.468612979927489,1.520221563409162,1.5624961869361056,133
IGF,0.3215165732698082,0.2525483738191685,0.4272683339974368,4.738753528870848,3.378792218428718,3.3570825870484713,133
IZRL,0.3337361759243096,0.28765527936586177,0.5031195309511176,3.1306683991445006,2.52384196016245,2.6579607189526224,88
JUST,0.15345162879139618,0.17525666118933814,0.3225871297711138,1.042287594612952,1.2218659483711698,1.1309859420703483,82
KOMP,0.12192407585359122,0.04519272648835959,0.22465774725103338,0.7521241152150849,0.25638046748949117,0.6398712182743137,78
LIT,0.46318791825775574,0.4435793049087853,0.5756806456344763,8.628492800580448,7.972013061736834,6.10521975654106,133
MOO,0.17443148355521587,0.2807896647521094,0.38201879408436035,2.1128650146009074,3.904138344387521,2.781774845130635,133
MSOS,0.12099582151766775,0.09797357750308378,0.270946067871346,0.48177856906552685,0.3801524131760845,0.46455079646894515,55
NFRA,0.07815158127797028,0.13173439450402702,0.2179283785360312,0.8477704109566395,1.5172130932075492,1.2539487132603007,133
PAVE,0.33203697357807915,0.260713227223635,0.45655146276537795,3.4796219597616296,2.4685854769344115,2.520301913527491,97
PBW,0.30861278488585864,0.32450228308075035,0.4149108144915855,4.463675031001398,4.803899035524675,3.191135149062302,133
PHO,0.2490584239831346,0.2618556036279598,0.3868838152411286,3.316615192678332,3.5474848134724444,2.8395550661735935,133
PRNT,0.17513139007684664,0.2754256405668811,0.39981639516815626,0.6634821441940094,1.1878768763566085,0.7077916098444336,34
PWRD,0.3722775442273849,0.4862277616385682,0.5617292037372381,1.719876146426232,2.7445245255931665,1.2176096333610942,40
ROBO,0.18322825221654748,0.27285489350202574,0.2991508142746012,2.2433226016177787,3.7524132537469796,1.9207822334021443,133
ROBT,0.19205881747348952,0.2504621454603385,0.3309140417064971,1.4460926507589245,2.0327788769959136,1.2570480353264257,86
SAMT,0.4909313077612354,0.4769351030954402,0.7457268433628632,2.8931143198115445,2.735425982040982,2.932778486039959,41
SIXG,0.17275838451442949,0.16284327893307726,0.27480752336816683,1.0441833515171055,0.9725973335407263,0.7578885115976777,73
SUSA,0.1355519687924519,0.14361947408203568,0.2228078649291786,1.5680753949210717,1.677052078316334,1.290074033095997,133
XT,0.08717063649238077,0.20856377981238972,0.23779741754355044,0.8594549647447647,2.3717312531722974,1.247948632119139,121
