ETF,Beta_Pos,Beta_Neg,Asymmetry_Ratio,Wald_P,R²,N
AIQ,-48.89758502648251,451.0318427080941,-0.10841271146819854,0.07461017976161455,0.3045887381880511,83
ARKB,325.31939988929963,-958.6785208565188,0.33934149228528376,0.028896852964671153,0.9169001412549815,22
ARKF,205.3668936686523,4.613173330322127,44.517489147608515,0.07342996917654614,0.30616650104110765,74
ARKG,459.0476471749477,193.25300280703573,2.3753713552037765,7.332139306848272e-06,0.43692986418823454,126
ARKK,710.0923719839421,69.7288394801155,10.18362527296096,0.0004235503579572416,0.2872643195698632,126
ARKQ,209.6233474225902,39.99177393208002,5.241661642181808,0.06648352609819386,0.6224396210567124,34
ARKW,58.53052179600181,100.1905588280612,0.584191988553004,0.4283215940939762,0.5562983629295717,34
ARKX,68.16059697644037,-7.09846762570379,9.602156489328564,0.07410735766770941,0.7442321000818088,49
ARTY,45.61865726204075,65.23433071877905,0.6993044422989455,0.0016468707949952766,0.40598303431128757,82
BKGI,-152.9415553752247,604.7513719731735,-0.25289988987740425,0.0017973524694144237,0.7292115963914065,33
BLOK,44.36830852815322,28.02132712820051,1.5833764162976134,0.1038529858281686,0.22928458593159617,87
BOTZ,166.47502953819378,225.4241173587732,0.7384969784454822,0.00010683105452893083,0.36969482618007754,103
BUG,151.39909141941942,66.63648237096854,2.272015058906821,0.017481475510511636,0.687057074721501,66
CGW,9.899950946097556,44.538213234047674,0.22227993058620146,0.00907762806198657,0.24681792824614057,133
DSI,135.28682263083888,84.95884178936599,1.5923807314399179,0.006920076305294044,0.32637806079748355,133
DTCR,299.73951726346644,39.248201371920075,7.637025565148917,0.00023604895883030792,0.6435543821968166,54
EUAD,1324.8097706806159,-985.3869968308882,1.3444563150735176,0.7988193058784088,0.485055681347474,15
FPX,9.558160520912134,101.85151463893727,0.09384406854228658,6.169982232301461e-06,0.377988033772128,133
GII,14.972225535984975,65.75233671258367,0.22770636428377447,0.004771465342741066,0.2765074909041706,133
GNR,212.07252697142994,139.42079199822362,1.5210968459720986,0.0016927726180345605,0.3023599663244573,133
GRID,130.8253968635937,380.20402097935903,0.3440926177650712,0.009341169156970057,0.1554436058751264,133
GRNY,2647.704726881164,1086.031361970908,2.437963413944292,0.015198995147889712,0.810355365722893,14
GUNR,494.25743773519525,294.52463477481405,1.6781531300873753,8.391767102222446e-06,0.4047935431171784,133
IFRA,-118.90956549177362,159.96676462378693,-0.7433391915591188,0.8652691756101875,0.24102733902644746,84
IGE,40.67772341583535,83.91083932177965,0.4847731680986435,0.020077604725354373,0.20955387272671944,133
IGF,550.2251348543073,593.0795786727056,0.9277425064705394,8.624070736569848e-09,0.3898345709675405,133
IZRL,77.55116801518513,-49.408989954706506,1.5695760647258061,0.07677297920768986,0.6524164716729131,88
JUST,24.148559808457765,4.752230536939504,5.081521113243327,0.08996269603968438,0.25827327281495716,82
KOMP,-72.28816344145834,141.86654265706653,-0.5095504696706414,0.2728694053170151,0.38815818386271483,78
LIT,228.45556720635025,128.49100693565555,1.7779887686673197,4.589855614753889e-12,0.5530809742220959,133
MOO,73.52364246968351,99.64324620265563,0.737868799659038,0.020587838630253173,0.27997120296843225,133
MSOS,25.51408404544615,55.99799193228588,0.4556249816296698,0.03753131838027215,0.39006037157296225,55
NFRA,119.23455696301555,126.78846050531688,0.9404212062186483,0.09678940258875449,0.1763677597284412,133
PAVE,668.6908136823095,519.545124542228,1.2870697502387187,1.730890513917268e-05,0.44703991063479864,97
PBW,71.9718603654975,14.276298566556273,5.041352983055366,0.0005550293534750205,0.4896552816678025,133
PHO,90.99794844578169,54.212102297636356,1.6785541343920394,7.73812703899257e-07,0.32175916826594875,133
PRNT,1.1089861878227107,11.640460785877291,0.09526995608010472,0.19311573733947598,0.7460593068056294,34
PWRD,254.4845980476063,46.90700190250267,5.425300866095826,0.003963706239662786,0.5591567545166853,40
ROBO,36.52212227656403,210.52665692732327,0.17347979970618152,5.961717279045487e-05,0.3336899266621025,133
ROBT,33.86988226684468,3.6089306304773174,9.385018925222468,0.043685019690037886,0.25714619374456427,86
SAMT,132.5452324954903,37.87875940294356,3.49919676844512,5.737115940408555e-05,0.7795996709908564,41
SIXG,127.5323129893689,29.97545098065517,4.254558607697766,0.06717484045124092,0.24009907358309257,73
SUSA,168.3104227003248,-50.98374936449022,3.3012562786830206,0.6885873334832819,0.28690876880467087,133
XT,96.13196144424474,142.50540168543878,0.6745846845612415,0.015528345988640184,0.13917211238333071,121
