Horizon,β_Depth,β_Depth_p,β_Duration,β_Duration_p,R²,N
1m,-0.8469637160412001,0.2587179778887826,-1.681969168674127,0.09828542517185329,0.019611954152245814,144
2m,-1.292655384868348,0.12059698729061025,-2.1705131705922773,0.06788197469585286,0.017557683177877093,195
3m,-2.0577090248200682,0.1772912080497078,-2.8159170046101902,0.19528629357739422,0.010327127448528817,195
6m,1.142923952206538,0.7202666986727942,-1.9711513173403858,0.6649305602273611,0.00686137491608807,195
