Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_between,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,26.783297472160147,8.655593295382303,3.0943340979813416,0.0019852040855778963,,,,,,,
Return_lag2,4.188974214003165,15.427332258905144,0.2715293962496437,0.7859969071702353,,,,,,,
Return_lag3,22.872085158566243,10.618301760053189,2.1540247843221656,0.03129353633865928,,,,,,,
Excess_lag1,16.24601211714966,20.990083901792417,0.7739850966371009,0.43898208581857046,,,,,,,
Excess_lag2,20.52929724778248,17.70438221709033,1.1595602148695825,0.24629218546225573,,,,,,,
Excess_lag3,-39.78718643218562,38.83188563375708,-1.0246009376788565,0.30560906385967757,,,,,,,
month_end,3.364847553495134,0.33614776222926745,10.010025148405305,0.0,,,,,,,
quarter_end,-0.642973360154419,0.6717791582800606,-0.9571201372198084,0.33856034074783636,,,,,,,
january,1.5114870923150272,0.9838703542319363,1.5362665272041638,0.1245464794657567,,,,,,,
_SUMMARY_,,,,,0.004631311362291668,-0.005138395886121527,0.005651540507962238,2.5049836137464547,0.010308430674520364,4359.0,44.0
