Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_between,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,13.281692535243618,3.6043161153942345,3.6849410845282886,0.00023260506614053433,,,,,,,
Return_lag2,5.695712637168818,3.0830375935639402,1.8474353504670271,0.06477774659966617,,,,,,,
Return_lag3,-0.5496698917776255,1.4035671466528303,-0.3916235094904122,0.6953628963089842,,,,,,,
CumRet_5,7.783490398155908,1.8262722919287475,4.261955039538859,2.0858745175544868e-05,,,,,,,
CumRet_20,2.322517882411742,0.8954002156862964,2.593832167699004,0.009535224197644965,,,,,,,
CumRet_60,-2.1632256946714383,1.3036374108646664,-1.6593768149355508,0.09713939918260417,,,,,,,
month_end,2.001930450449233,0.4985195771028798,4.015750920121023,6.0639314936272726e-05,,,,,,,
quarter_end,-0.6211428558762253,0.20095999240939585,-3.0908781814184816,0.002013090458024891,,,,,,,
january,1.7448235911252397,0.625034920558329,2.791561773167217,0.0052770455157276075,,,,,,,
_SUMMARY_,,,,,0.0783779035829838,0.09963233000488347,0.07828903527749598,33.4964807091378,1.1102230246251565e-16,3200.0,41.0
