Variable,Coefficient,Std_Error,t_stat,p_value
"lag(Flow, 1)",0.07996255971163649,0.006383563951915868,12.526319202557328,5.359276577407251e-36
Return_lag1,-6.255018274837873,1.6500732972199992,-3.790751771679577,0.00015019200038251493
Return_lag2,10.705448157297411,2.097896000348205,5.102945120025273,3.3440800180880777e-07
Return_lag3,-11.898875577551546,2.3409427705117687,-5.082941679497042,3.7163383602433054e-07
month_end,-0.6194954404063198,0.13171705119755586,-4.703228889304311,2.560790612017906e-06
quarter_end,1.0530125740409881,0.2800338160655258,3.760305054710218,0.0001697062818811529
january,-1.1206144539812972,0.2657936226415246,-4.21610738002043,2.4855544178567193e-05
Peer_Agg_Flow,-22.14153212557189,0.889834918524677,-24.882741354185075,1.1440671111361913e-136
