Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,-18.92637148451609,10.835649225577773,-1.7466762803506042,0.08069350709706496,,,,,,
Peer_Agg_Flow,-42.842695295314975,0.15716110108797193,-272.6036850004856,0.0,,,,,,
_SUMMARY_,,,,,0.9983276625183704,0.9993109202473751,297288.7837505637,0.0,1086.0,44.0
