Horizon,β_Depth,β_Depth_p,β_Duration,β_Duration_p,R²,N
3m,-7.551671770233394,0.2240269733300674,-13.38197519759493,0.5665107965808025,0.03549133233494606,51
6m,-5.2359975429617025,0.2616486175757003,-7.868477283922995,0.6625890393259303,0.021740643686224304,73
