Horizon,β_Depth,β_Depth_p,β_Duration,β_Duration_p,R²,N
3m,-0.1966949716222149,0.3580646111657301,-1.0822750220429485,0.18330101508300867,0.03681016563273343,51
6m,-0.5074440684647805,0.14515939771350858,-2.1601976607421975,0.11057353831555015,0.03875427124890374,73
