Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_between,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,-2.3749898171826986,9.570018846082666,-0.2481698161080281,0.8040148530032423,,,,,,,
Return_lag2,-4.175798467743967,6.656593405562007,-0.6273176403195697,0.5304843036351246,,,,,,,
Return_lag3,-1.7846735367354407,7.853292926485762,-0.22725161959978704,0.8202388791963604,,,,,,,
Excess_lag1,4.390648061143304,15.89715835076244,0.2761907483253273,0.7824148172488963,,,,,,,
Excess_lag2,15.11607632005873,13.299479977795562,1.136591531796439,0.2557723299834287,,,,,,,
Excess_lag3,-5.203613128938928,12.174898836420923,-0.42740504039117283,0.6691057080219487,,,,,,,
VIX_Close,-0.006375223585587834,0.1372545183050886,-0.04644818738438192,0.9629551838740307,,,,,,,
month_end,0.05485662114446129,2.7332004330073785,0.020070471408531788,0.9839880857061936,,,,,,,
quarter_end,0.030050674650011926,1.1384594296889214,0.026395911761408247,0.9789427781114872,,,,,,,
january,-0.20215127575903633,1.936375305114765,-0.10439674335087393,0.9168593690626188,,,,,,,
Peer_Agg_Flow,-32.90452401403545,0.8931844624686415,-36.83956158741475,0.0,,,,,,,
_SUMMARY_,,,,,0.962200838727194,0.9395401718807237,0.961275212709415,10961.187158774548,1.1102230246251565e-16,4360.0,44.0
