Horizon,β_Depth,β_Depth_p,β_Duration,β_Duration_p,R²,N
3m,-6.141938983437816,0.023002047323081462,-23.953197388434265,0.018168416754989362,0.07210203288444605,86
6m,-4.823385755736545,0.01531956932597147,-21.552069090498534,0.0068005675340505655,0.061319939507793575,127
