Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_between,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,-0.5488421554276275,7.32272398390116,-0.0749505452662485,0.9402584158443943,,,,,,,
Return_lag2,8.971136301390239,9.115473753781648,0.9841656663942968,0.3251032367635738,,,,,,,
Return_lag3,-3.721491507023744,6.218394880628265,-0.5984649702155533,0.5495691046674716,,,,,,,
Volatility,-3.896616234322691,22.21196701323313,-0.17542868814820498,0.8607531191582023,,,,,,,
VIX_Close,0.0030355422543258135,0.2090453456069941,0.014520975080845103,0.9884151869118467,,,,,,,
month_end,0.009499702026515832,4.277270905432958,0.0022209727268968117,0.9982280503137886,,,,,,,
quarter_end,-0.17510382542077949,1.2953064670446086,-0.1351833175204468,0.8924748411761516,,,,,,,
january,-0.16514599163794322,1.9492630871272594,-0.08472226900953032,0.9324871186877535,,,,,,,
Peer_Agg_Flow,-32.45651008415968,0.9687963081561923,-33.50189282402482,0.0,,,,,,,
_SUMMARY_,,,,,0.960123364207016,0.934792590957988,0.9589186216121734,10359.276033078746,1.1102230246251565e-16,3494.0,44.0
