model,r2,beta_lag1,beta_lag1_p,f_stat,n_obs,n_etfs,gate_pass,extra_json,experiment_id,factors,freq,flow_unit,benchmark,r2_delta_bp
univariate_r2_by_lag,0.9900964498480664,1.8532987104296683,0.44509674856757403,,44,44,False,"{""best_lag"": 7, ""best_r2"": 0.9911250533473699}",N-BCE,B+C+E,ME,raw,SPY,9665.638000605619
multilag_ols,0.9911916422829402,1.6308222677581474,0.3981010061672247,1.199961462698663e-83,4360,44,False,{},N-BCE,B+C+E,ME,raw,SPY,9104.733953214156
multilag_ols_month_fe,0.9919851971588701,0.9719959349738096,0.4397690170853108,2.00247423226166e-70,4360,44,False,{},N-BCE,B+C+E,ME,raw,SPY,8028.839531969295
cross_correlation,,0.012891697559803851,0.29513572868807747,,0,44,False,"{""best_lag"": 11, ""best_corr"": 0.08763388636372021}",N-BCE,B+C+E,ME,raw,SPY,
panel_pooled,0.9621867410020419,0.9472685430599802,0.8824509802066689,21609.464561147804,4360,44,False,"{""r2_overall"": 0.9612638010717638, ""r2_between"": 0.939363209619216}",N-BCE,B+C+E,ME,raw,SPY,9270.90222635146
panel_entity_fe,0.962187636801956,0.9483645908813626,0.8810180733000998,21939.865966736485,4360,44,False,"{""r2_overall"": 0.9612629115096243, ""r2_between"": 0.9395019367258596}",N-BCE,B+C+E,ME,raw,SPY,9270.903676806965
panel_entity_time_fe,0.9621608971688659,2.1201666074543137,0.8516510038716973,26549.45501195327,4360,44,False,"{""r2_overall"": 0.9612355320166409, ""r2_between"": 0.9394542812874596}",N-BCE,B+C+E,ME,raw,SPY,9276.045185962716
panel_entity_fe_excess,0.9622006661301337,-2.258437100388018,0.8109166506376679,13707.782801012352,4360,44,False,"{""r2_overall"": 0.9612749720671624, ""r2_between"": 0.9395377654745152}",N-BCE,B+C+E,ME,raw,SPY,9198.79105175198
panel_entity_fe_controls,0.9621889389284737,1.1463300762234283,0.8583582760483581,18279.634800236843,4360,44,False,"{""r2_overall"": 0.9612777934756396, ""r2_between"": 0.9399721152836717}",N-BCE,B+C+E,ME,raw,SPY,9261.362104564918
asymmetry,0.9943205630071034,-0.221423241076264,,,4009,44,False,"{""beta_pos_median"": -0.221423241076264, ""beta_neg_median"": 1.341151232874274, ""asymmetry_ratio_median"": -0.1724212400593523, ""wald_p_median"": 0.13448397872424073}",N-BCE,B+C+E,ME,raw,SPY,6622.259680576279
relative_performance,0.3299347440139892,,,,4009,44,False,"{""r2_absolute_median"": 0.20497497664449654, ""r2_excess_median"": 0.2182999248853436, ""r2_combined_median"": 0.3299347440139892}",N-BCE,B+C+E,ME,raw,SPY,-254.58697966979582
granger,,,0.4762324312484091,0.5111399058407144,0,41,False,"{""pct_significant_lag1"": 0.07317073170731707}",N-BCE,B+C+E,ME,raw,SPY,
seasonality,,,,,4492,44,False,"{""jan_mean"": 3.385308322207807e-15, ""best_month"": 1, ""worst_month"": 12}",N-BCE,B+C+E,ME,raw,SPY,
drawdown,0.026132931576554608,-1.03100657795921,0.1700080816360915,,729,42,False,"{""1m"": {""beta_depth"": -1.03100657795921, ""beta_depth_p"": 0.1700080816360915, ""r2"": 0.026132931576554608}, ""2m"": {""beta_depth"": -1.191911155240634, ""beta_depth_p"": 0.16145596197340506, ""r2"": 0.016623660925718542}, ""3m"": {""beta_depth"": -1.6162067241785996, ""beta_depth_p"": 0.2854471409497362, ""r2"": 0.00640063520130596}, ""6m"": {""beta_depth"": 1.1075485168709864, ""beta_depth_p"": 0.7254417508695057, ""r2"": 0.0072411221139182524}}",N-BCE,B+C+E,ME,raw,SPY,65.20977424308794
