lag,direction,F_statistic,p_value,ETF
1,Returns → Flows,0.3526426357755237,0.5540943203449589,AIQ
2,Returns → Flows,0.33552629591882394,0.715872308311116,AIQ
3,Returns → Flows,0.6517457950642461,0.5840301713468272,AIQ
4,Returns → Flows,0.5484002031772642,0.7006854522654777,AIQ
5,Returns → Flows,0.5960696842062891,0.7029955735268463,AIQ
1,Flows → Returns,0.010437484629325084,0.9188512818085701,AIQ
2,Flows → Returns,0.8077418903332625,0.44914153082422537,AIQ
3,Flows → Returns,0.6552301805434061,0.5818703866701441,AIQ
4,Flows → Returns,0.4444536682645887,0.7761214448991757,AIQ
5,Flows → Returns,0.36016173909354693,0.8742243147949476,AIQ
1,Returns → Flows,0.4665796038375749,0.49649035024498633,ARKF
2,Returns → Flows,0.360649037853283,0.6983655767353205,ARKF
3,Returns → Flows,0.5280548592808891,0.664360804315899,ARKF
4,Returns → Flows,0.4407203213260073,0.7787723352242013,ARKF
5,Returns → Flows,0.3713145541060886,0.8666593545042507,ARKF
1,Flows → Returns,0.0411151795174821,0.8398180382429901,ARKF
2,Flows → Returns,0.28105296261463175,0.7557400604839257,ARKF
3,Flows → Returns,0.18826503510441653,0.904082443102465,ARKF
4,Flows → Returns,0.6400986160981892,0.6355884434529242,ARKF
5,Flows → Returns,0.47559146176474415,0.7932567977432663,ARKF
1,Returns → Flows,2.695731515808942,0.10296217777700244,ARKG
2,Returns → Flows,1.6065983547274822,0.20449510549931396,ARKG
3,Returns → Flows,1.0355153421128303,0.37924820227257056,ARKG
4,Returns → Flows,1.3006857367766218,0.2734423233461223,ARKG
5,Returns → Flows,1.1957918759592718,0.3152531290721592,ARKG
1,Flows → Returns,0.5191527688546612,0.4724583609812022,ARKG
2,Flows → Returns,0.1404168014828697,0.8691265773234347,ARKG
3,Flows → Returns,0.25318745665443726,0.8589456063815716,ARKG
4,Flows → Returns,0.44047050427804335,0.7791520578854149,ARKG
5,Flows → Returns,0.2790703299487111,0.9238319813881628,ARKG
1,Returns → Flows,0.0036644394762512518,0.9518200392124174,ARKK
2,Returns → Flows,0.8679076919686195,0.42222882104808046,ARKK
3,Returns → Flows,0.787114100267806,0.5032136057382601,ARKK
4,Returns → Flows,1.1338955549672414,0.3436601308181772,ARKK
5,Returns → Flows,0.909013136922676,0.47762696812353256,ARKK
1,Flows → Returns,0.01075478990530796,0.9175582690520238,ARKK
2,Flows → Returns,0.04412506046761988,0.9568485027626973,ARKK
3,Flows → Returns,0.07927861816612376,0.9711401072961445,ARKK
4,Flows → Returns,0.7068934427937208,0.5886770244623656,ARKK
5,Flows → Returns,1.057847475055586,0.38719034337556124,ARKK
1,Returns → Flows,4.65529714154383e-07,0.9994591748744615,ARKQ
2,Returns → Flows,0.7767713712387221,0.46765433719992555,ARKQ
3,Returns → Flows,2.1399845486173814,0.11457756867092538,ARKQ
4,Returns → Flows,1.9627104548035714,0.12674034086856872,ARKQ
5,Returns → Flows,1.6123238632116856,0.19193249039209948,ARKQ
1,Flows → Returns,0.03222188128581217,0.8584953081926882,ARKQ
2,Flows → Returns,0.09138600950997666,0.9128823884596011,ARKQ
3,Flows → Returns,0.10821686204136266,0.9546805861447991,ARKQ
4,Flows → Returns,0.06396780095810324,0.9920537964276338,ARKQ
5,Flows → Returns,0.41704360053015616,0.8325403491717102,ARKQ
1,Returns → Flows,1.7687958855933896,0.19145915203792666,ARKW
2,Returns → Flows,1.0984336416914477,0.34461119790398365,ARKW
3,Returns → Flows,0.5355685737239587,0.6612614584124727,ARKW
4,Returns → Flows,1.7771441660722191,0.16047088236125137,ARKW
5,Returns → Flows,3.940593753919736,0.00858777980441148,ARKW
1,Flows → Returns,0.0010466100387003204,0.9743611881722796,ARKW
