lag,r_squared,coefficient,p_value,f_statistic,f_pvalue,ETF
1,0.9948715487921929,30.683820879734654,0.17771895949483824,5819.719298163616,6.775509325384049e-103,AIQ
2,0.9948904337976033,33.633034396682376,0.13712096720151887,5776.43613962465,7.98489404225889e-102,AIQ
3,0.9948928896977787,33.850143582824366,0.13763841637422136,5714.293022372121,1.0876229442969816e-100,AIQ
4,0.9948433113614336,27.17989532138941,0.2352005488722597,5594.764014587106,2.3038402251455864e-99,AIQ
5,0.9947972446942519,17.819731084839447,0.4432586210142283,5481.234334250098,4.6760264811444005e-98,AIQ
6,0.9949076080261368,32.131199811938004,0.17346554357210053,5535.522214070407,2.591470256689761e-97,AIQ
7,0.9951353475987262,56.463026863735834,0.01748965451562378,5727.806929323146,5.285289314954378e-97,AIQ
8,0.9950140251512338,40.078740108294085,0.09097626167896894,5521.231493843135,2.093827409495928e-95,AIQ
9,0.9948595785753875,6.511997115090864,0.7860807377248652,5289.999833644154,1.0295383336380658e-93,AIQ
10,0.9948616896520768,9.751364880907147,0.6879245715759335,5227.6456270226745,1.4037922138349448e-92,AIQ
11,0.994869660725008,-13.30626003951943,0.5891292364290002,5171.1702086945015,1.8292657881529165e-91,AIQ
12,0.9948467392552776,2.404254817124638,0.9230270972130828,5083.69983553003,3.0268555116905007e-90,AIQ
13,0.9948794758941175,15.026845289539537,0.5476911894957175,5051.605233833543,3.268159766991589e-89,AIQ
14,0.9949079508072698,24.55111551437699,0.34343043354835934,5014.871178747373,3.6615385947863235e-88,AIQ
15,0.9948462045406653,3.761051823841626,0.8837580301663241,4890.13790203529,8.059999806697296e-87,AIQ
16,0.9948430789400663,3.840749834496016,0.8818673152271281,4822.853924745063,1.1411035895041956e-85,AIQ
17,0.9948479304234971,-0.9256128725913868,0.9716554438438159,4763.053355431637,1.5245787267413394e-84,AIQ
18,0.9948493277354691,3.799544992597248,0.8846170667367148,4699.969065190404,2.0891262283374352e-83,AIQ
19,0.9948934475581448,21.99820340974103,0.40645947557601336,4675.844028485306,2.121328007920433e-82,AIQ
20,0.9948587629969528,7.944344127405316,0.7657889566595306,4579.635350462549,3.7490942520658503e-81,AIQ
21,0.9948779334123435,-12.821579853731208,0.6370009910472998,4532.119614030464,4.556139826943613e-80,AIQ
22,0.9950569777983361,45.622215119114855,0.09429664290620975,4630.023810465135,1.8524128971584898e-79,AIQ
23,0.9951013779459988,32.661467012104396,0.22529641022792352,4604.484890811168,1.9249347835620037e-78,AIQ
24,0.994996141531778,8.687644038219503,0.7515639457983815,4440.889092953349,5.564825643727119e-77,AIQ
1,0.9995930893165613,-6.624694075601553,0.47127427704135594,18014.639624864583,1.958538408409034e-37,ARKB
2,0.9995798798208505,11.709361343880971,0.18058039915237104,16654.899017018597,1.3286902592606454e-35,ARKB
3,0.9996118719186404,1.9268989572883868,0.7837104567935982,17169.793854596606,2.8700664638361968e-34,ARKB
4,0.9996391478721481,-5.673459834778053,0.411537626823541,17544.715543767175,7.11932220297392e-33,ARKB
5,0.9996422939524361,2.8194257551597977,0.6975375739472569,16767.549233684524,3.378277015052633e-31,ARKB
6,0.9996729841354478,7.664038719094094,0.2898555638776256,17322.74849883623,8.116644662709008e-30,ARKB
7,0.9997841354167772,-17.3401156566786,0.007301442483662417,24701.514143491575,1.5738270932999523e-29,ARKB
8,0.9997962939931627,9.941485746547599,0.10595655176478533,24540.177030512103,6.733970968737365e-28,ARKB
9,0.9999958847411388,-0.7321111494026695,0.3699358839935091,1133986.371096469,6.28055362615239e-38,ARKB
10,1.0,-2.984279490192421e-13,0.42823786447475876,5.002461500190722e+30,1.1950938471012248e-195,ARKB
