ETF,Beta_Pos,Beta_Neg,Asymmetry_Ratio,Wald_P,R²,N
AIQ,8.176647750963276,12.738069510889694,0.6419063535469887,0.17093505559937133,0.9995994937340941,25
ARKB,-0.19203295284823696,0.75339444984116,-0.2548903205866777,0.745952561797108,0.9999998847012489,7
ARKF,1.2452189475005553,-20.977993138120205,0.05935834468540287,0.036423606950666806,0.9995364193335537,23
ARKG,6.958490241192948,-2.3621847731928036,2.9457857489224404,0.8185732926774819,0.9975552275720043,34
ARKK,29.376511462976154,-32.02476748658652,0.9173060030890285,0.958540186464012,0.9841404073512263,34
ARKQ,0.13848922083172965,-116.42422980814177,0.0011895223276112653,0.018492748322250323,0.9999741189120193,11
ARKW,17.71010456533145,60.24201056553136,0.29398262772233286,0.6155218250041883,0.9998979088483464,11
ARKX,3.7137097882836585,4.06490999460074,0.9136019722986323,0.7242918250841945,0.9999100932127799,16
ARTY,11.937363272818954,0.9524451930097086,12.533386026231193,0.3512888464264954,0.9995952775235593,25
BKGI,-0.623538490956312,-72.24786949674854,-0.008630545029211885,0.34413163578480493,0.9999483207749976,11
BLOK,-16.781921660248585,12.181490152651287,-1.3776575320381488,0.5252530855399928,0.9996466028327818,26
BOTZ,25.022805029967174,2.5476100866753453,9.822070167190367,0.14760628263280248,0.9990536799542404,30
BUG,-39.804857555646194,-15.26072325627619,-2.6083205158232508,0.035807853451597045,0.9996828874104513,20
CGW,-27.724876990733517,6.459674537028901,-4.291992859981681,0.6624687400757324,0.9976019030460257,37
DSI,-37.492183812137085,10.125298484047853,-3.7028225756707376,0.7010053385459354,0.9956159167199002,37
DTCR,4.023341227754983,-8.857653912319151,0.45422199462538876,0.856972024847775,0.9998888900479073,17
FPX,-21.726824799771023,42.85894143322966,-0.5069379707760502,0.6060874659667301,0.9963258540544545,37
GII,-27.11317870429841,-33.03790765984161,-0.820668759760932,0.4517026430883896,0.9968547216799024,37
GNR,-25.366010742340805,-2.3957854254022615,-10.587764026522432,0.6160948416969911,0.9964755483391863,37
GRID,-16.42126306824152,77.94137677318989,-0.21068736206735922,0.29026703358388234,0.9970891666497703,37
GUNR,-21.721954605683138,-25.24193320369659,-0.8605503560441257,0.4009099877951061,0.9963454703564589,37
IFRA,-42.843651436069734,86.87114788176198,-0.49318620141157904,0.4822229316324414,0.9992991076071465,25
IGE,-45.92766044977123,-59.279048214630556,-0.7747705442820505,0.020420462156432746,0.996808241209161,37
IGF,-36.14996328481683,-25.79906350976769,-1.4012122289295585,0.4996551278108472,0.9954532432279948,37
IZRL,-22.87235578545238,36.00473749766963,-0.6352596179025821,0.5325236114227425,0.9989852966517279,27
JUST,26.75902621590066,3.831693059415373,6.9836038014964235,0.14335594365082743,0.9997604511978999,25
KOMP,33.48007807336575,-66.0982976927595,0.506519520805045,0.37917009076740843,0.999661471564811,23
LIT,12.46110464584835,-21.11990391685848,0.5900171087379597,0.9086283635960373,0.9829257983040065,37
MOO,-20.90562099878309,66.17415264672542,-0.3159182273234229,0.27794548382609563,0.9969702268338289,37
MSOS,-14.306618115021603,14.066181607711755,-1.0170932321233526,0.9695253980225843,0.999855381982571,18
NFRA,-38.23910461005843,76.90597148851059,-0.4972189268263933,0.6714144430877265,0.9970168049111529,37
PAVE,-19.044658030710433,39.858276433621256,-0.47780937197389406,0.6268665603655577,0.9989286438384442,29
PBW,-1.2769444141339206,21.700865670149376,-0.05884301730370237,0.2521016855423047,0.9960214456149183,37
PHO,-51.00664582954534,-0.249103042440317,-204.76123185755992,0.4367413228024979,0.9959303078421764,37
PRNT,-21.246272681929923,-62.16172270611767,-0.3417902811731272,0.09234183787341081,0.9999706370593623,11
PWRD,6.891520242292397,-183.54372059167272,0.037547022693431555,0.11102995490130677,0.9999538506474279,13
ROBO,21.74493953037236,-34.46518460482682,0.6309247949690947,0.7852135568133546,0.9945916706076908,37
ROBT,19.899995551860297,5.9996079835014955,3.3168826374296287,0.16436668050156372,0.9995570096612291,26
SAMT,-9.109598268537638,-32.01182926860012,-0.2845697505163535,0.4706912025479688,0.9999076122714913,13
SIXG,-4.512038929841505,23.3267240424363,-0.19342788647189124,0.4477227533088672,0.9996170793687026,23
SUSA,-31.342254628613446,19.777379631440944,-1.584752642295814,0.8586553676806421,0.9961504141917811,37
XT,-9.003208524548269,5.392244694982945,-1.6696587476686728,0.8923473931330322,0.9991725906652519,33
