ETF,R²,Adj_R²,F_p_value,N,Return_lag1,Return_lag1_pval,Return_lag2,Return_lag2_pval,Return_lag3,Return_lag3_pval
AIQ,0.29534641708368214,0.0959161577677432,0.1464454021395417,69,746.6444206205663,0.12410595093835769,175.88852236806386,0.7110202122541472,935.8156594311215,0.053843920412804336
ARKB,0.7714919342147881,0.281831793246477,0.27904516494264875,23,-224.17487367113128,0.6865780199588435,983.5350072769772,0.06015918453040486,112.99500695963467,0.7551870025150788
ARKF,0.2712989675843184,0.022878161078972448,0.3906997281164668,60,63.07022736620984,0.8387658107453835,192.62062666020677,0.514748437581502,152.3199323438776,0.6306410808448222
ARKG,0.2507385442741972,0.13366644181704046,0.01378598498540662,112,1121.913667555716,0.0021007924904327814,1023.6461920438137,0.004273695896789719,270.5697489970455,0.43631674125932374
ARKK,0.22028480903253156,0.09845431044386466,0.044230922497665526,112,1261.0447045496364,0.020700827046463442,1074.7248332480906,0.04317475882634354,462.9933782922054,0.3786504044219865
ARKQ,0.5794865466869529,0.09427871594112935,0.3776335477594473,29,-97.72972921246345,0.2855754884634578,-93.85079416379497,0.2954367306669495,204.00767088850884,0.031260517433875076
ARKW,0.586819997049637,0.11007383979921836,0.35694886212293775,29,174.2929189541041,0.22060584942163305,54.07274355069313,0.688145658752837,4.7414536494625,0.9705434076734181
ARKX,0.4753989822054616,0.14752334608387518,0.20243513106628294,40,-9.47099080519401,0.9084176496559283,-206.48651329237364,0.016347283142658636,135.10238115890087,0.11149735680050438
ARTY,0.19796664440747525,-0.03338913124421472,0.6143303099875422,68,-105.48763412722553,0.4165616547909774,-154.7156745531183,0.2287881450176056,4.751395968095046,0.9704528376197972
BKGI,0.5663645867607054,0.06601603302305792,0.4153200999762711,29,161.15036898663027,0.45078879458925836,-24.115506517780844,0.9017244344321212,-214.1690629463847,0.2740979942096367
BLOK,0.13863343073253698,-0.08804198223258486,0.85325888002344,73,-41.90484752028956,0.7115715682379495,-118.48502489569358,0.2888553303914875,24.205666503001233,0.8249032141418287
BOTZ,0.2697079019464461,0.11964788179845565,0.0513332397412003,89,129.3100031679243,0.4987860140938505,37.63159315501595,0.8389752636656834,310.99412203354325,0.1019071351858285
BUG,0.4262735178939918,0.1872208170164884,0.0774726045498305,52,-195.4354718024219,0.3678086316653345,486.18207377287604,0.02810863498734445,457.30567137488504,0.04874637540998961
CGW,0.1905527381435036,0.07267206894110123,0.0819003506603064,119,-113.23604428053284,0.35739783197711117,-336.92788805387954,0.005726420736729451,-206.10235996482695,0.09362910953684564
DSI,0.23845154297327853,0.12754642787229975,0.012798157843448501,119,-249.68124030911636,0.09965279595254263,-119.53122553421001,0.43072721434005834,40.380784606086294,0.7867352798940983
DTCR,0.20011277621226486,-0.2136219947124256,0.9299939900328152,45,144.28043060840417,0.49201845712944425,-87.86634571782116,0.6716110808504079,114.55952266473207,0.6080820569666382
EUAD,1.0,,,15,1604.2904553099654,,-975.7219474973979,,-1233.6716188269595,
FPX,0.27190013971566485,0.1658661794800821,0.0027437756027914183,119,-112.96470976813933,0.1746022500174244,-161.37445043796112,0.04888886108125511,-121.54796628132189,0.1396088731536485
GII,0.21216558176768985,0.09743241406395542,0.03738308542427946,119,-263.29649187069003,0.04929495890618281,-444.2817054466059,0.0015333843310287307,-226.24921887087325,0.09593571153235524
GNR,0.11633473486044987,-0.012354381422008842,0.5618975803650266,119,55.143150676970066,0.7253075359790024,-58.68880143860384,0.7112129161717725,0.3325312890750496,0.9983170340188747
GRID,0.05297213508139065,-0.08494454427568843,0.980517553086359,119,254.51111104430285,0.43605658494026944,-12.704667955010478,0.9687005199721308,88.54537194446607,0.7855256362998597
GRNY,1.0,,,14,850.5447231263885,,-580.5568503018873,,1359.5183911897498,
GUNR,0.20644112769088296,0.0908743016264485,0.046420089667820325,119,148.36202972238343,0.586052462848015,390.62660464665026,0.1586618211552676,773.0109088447341,0.005838546878756555
IFRA,0.30124530189051635,0.10714677463788203,0.11980413097909817,70,223.06516404082413,0.4594120252025581,117.73992480682213,0.6995506507855057,-400.923958809583,0.18622816348164342
IGE,0.17992170398832974,0.06049282592837779,0.11641949973652226,119,-172.98004173012714,0.15107719667571853,-418.09896500150677,0.000826186903035154,83.66568713381817,0.4944529515104824
IGF,0.0669834972954575,-0.06889269241879625,0.9393956289432478,119,22.964294055596724,0.9530267666237142,-386.5800798018028,0.33655012100924697,115.00692265405972,0.772137646270782
IZRL,0.2735386906060311,0.08566076576276327,0.15318461537814182,74,-196.81808881954709,0.0346143061340932,-160.02053901296546,0.08387483639437357,-25.551287313152073,0.776734667449893
JUST,0.23336988767151734,0.012226586038301068,0.41838446064269336,68,-243.98842513035873,0.2381361338784963,-427.09651803276483,0.041553237015990105,-61.915047030422485,0.7583053247187113
KOMP,0.43317889619743954,0.25604730125913944,0.00972198508232653,64,-464.79154683790983,0.005229035916992045,-399.97973955684813,0.009441851607025438,-177.43908698459492,0.24766046140792675
LIT,0.20702956094118996,0.09154842903942151,0.045411404738984654,119,310.76671687874807,0.005929366670533062,157.36869547351375,0.1777181895166132,161.60069247479174,0.14630867167346076
MOO,0.10033008488632511,-0.03068980566420998,0.7118196506907504,119,132.81867868874727,0.4969422886300978,-104.80817826174567,0.6008738801072726,-98.4189542629838,0.6264288319351758
MSOS,0.23289667436149475,-0.15065498845775793,0.8457744414795929,46,-58.47923197267218,0.42690491673067577,-12.860692405642482,0.8608452168352075,-43.590139724043226,0.561818060347905
NFRA,0.15976768858459856,0.0374037597376955,0.21236163475071781,119,-60.38284825374064,0.7639807472808685,55.6408394639929,0.7907900025138618,18.63420903824413,0.9280406290859261
PAVE,0.24391067476767925,0.0746369452380552,0.15453305117690572,83,391.6659078886545,0.36191597970545275,766.9534280272139,0.07652407160958516,583.4766684224927,0.1705679401786099
PBW,0.1660279215168038,0.04457567707750343,0.1778737281149156,119,98.09260366748683,0.0783678771329932,110.30423398581806,0.042967088293578454,-7.244383490627657,0.8956868580562459
PHO,0.1729192413355609,0.05247058716112807,0.14489503911318485,119,-68.9892697054009,0.546093998110961,-251.93376385665533,0.02505629252421635,-151.24822188157867,0.18010304530657517
PRNT,0.5914277339184582,0.11999819613206375,0.3441210916991313,29,-135.23458319720459,0.28134305743394816,-37.486753227225044,0.7381353262982217,-100.17229244986558,0.3532905328936945
PWRD,0.49504949693118405,-0.08758569891744972,0.622440255933245,29,31.17111412919317,0.8373835446151583,19.47087975278805,0.89345027761496,-24.80352368805505,0.8665012093548223
ROBO,0.27290399466202364,0.16701622689435724,0.002612151675962267,119,-58.45827762867256,0.5964013379640465,-91.4713440792644,0.4005411246907067,7.378622851848917,0.9453786851874731
ROBT,0.36088746084103984,0.18969660213774697,0.022820642621934676,72,-251.0689632661314,0.030883745545011818,-262.1571693456567,0.019912098236860864,-193.25886260699014,0.08716634661543002
SAMT,0.6005371307203586,0.17254119934931422,0.2660823343826426,30,-170.34586238962913,0.2699011484753945,-113.30453232734769,0.4633458654803225,-74.43391382439106,0.6034933788204605
