lag,r_squared,coefficient,p_value,f_statistic,f_pvalue,ETF
1,0.14589252746390924,0.031240365856512742,0.9815312397728001,1.6227220291045665,0.22354705571436362,AIQ
2,0.09796345680151841,-0.75961206747352,0.6240466308614454,1.0317240987981198,0.37551669837662505,AIQ
3,0.04623607609678426,0.9262579816493022,0.5388207709069092,0.43629736294500987,0.6530824616742492,AIQ
4,0.06627111589413048,1.6576483115733898,0.3668740352743285,0.6032848449788771,0.5583117206778737,AIQ
5,0.1559589468811453,2.9420751526194837,0.1106655318616597,1.4782119547844665,0.2575778806542107,AIQ
6,0.19022852301476778,3.3011728856620177,0.08766944629054357,1.7618722851567878,0.20545587521534725,AIQ
7,0.16831878343260775,3.173101220667735,0.13012181614297397,1.4166864184947967,0.2752315726706487,AIQ
8,0.03195647246788391,0.3483970230486829,0.8874097156140431,0.21457410243813022,0.8096862349051646,AIQ
9,0.002563479350714104,-0.5202308690571771,0.8744438267973289,0.015420405996636927,0.9847173590242119,AIQ
10,0.04012075219247846,-0.6572855169308843,0.8315007188142687,0.22988739215130918,0.7983462943762087,AIQ
11,0.07996062114672953,-1.175622579652459,0.6852637130969061,0.4345499931013377,0.6592225889418648,AIQ
12,0.036868509746944,-0.06184240056479923,0.9884217052568991,0.17225923515142985,0.8444717425707143,AIQ
1,0.4352735702707511,10.527499116294889,0.004912271637787479,6.551535668474414,0.00777363178773242,ARKF
2,0.4560655998284917,12.087576736059294,0.0021170862592721456,6.70765591857679,0.007662530337273874,ARKF
3,0.44351382151886454,11.735789818842735,0.003976214806796257,5.9774236809805075,0.012328432631788665,ARKF
4,0.5000110975620335,13.142494914751815,0.0023519105834322374,7.00031073863382,0.007811286284970646,ARKF
5,0.2850397415098759,10.410604511777999,0.04220057377420947,2.5914144147353135,0.11293598983948744,ARKF
6,0.031792236278206265,2.539716496028444,0.5419998377466562,0.19701702962593534,0.8237802292266935,ARKF
7,0.26928302529776926,-0.322489921498085,0.5767824347285059,2.026854022025786,0.1780822274434485,ARKF
8,0.15315126732296924,-0.7422549239635174,0.2796339812073254,0.9042421710830957,0.43554116622793304,ARKF
9,0.32654121460750707,-0.5501895277578529,0.5003146490660153,2.1819233746834152,0.16881055679593643,ARKF
