Variable,Coefficient,Std_Error,t_stat,p_value
"lag(Flow, 1)",0.18311235517229887,0.008538962370528898,21.444333307321624,5.158002156349043e-102
Return_lag1,15.325379794290308,4.429536601532623,3.4598155908651287,0.0005405454385493869
Return_lag2,13.98899536042918,3.9719070548508544,3.521984569942176,0.00042832907323539504
Return_lag3,11.292143479954397,2.5312751601923056,4.461049378407566,8.155929342614541e-06
month_end,1.654076154596383,0.31496506849758005,5.251617782525911,1.5076907392490825e-07
quarter_end,0.16127546104785498,0.5990748915834776,0.2692075119716183,0.7877699998801078
january,2.6773688242160136,0.850144540847618,3.1493101414808846,0.001636564103203845
