Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_between,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,-3.542097174398009,40.51305146908925,-0.0874310141041972,0.9303329834983955,,,,,,,
Return_lag2,-7.851091896332507,40.0699358025226,-0.19593472610051554,0.8446705019997096,,,,,,,
Return_lag3,-12.789098786610776,36.7615325133819,-0.3478935156458806,0.7279371601394264,,,,,,,
Excess_lag1,294.9460320251166,97.779610673452,3.0164369646564464,0.002572587430288875,,,,,,,
Excess_lag2,292.03294078640965,89.94065778583547,3.246951356324205,0.0011754213991512774,,,,,,,
Excess_lag3,193.639743166672,77.85368735222322,2.4872263569304445,0.012911922988448898,,,,,,,
VIX_Close,0.21470053377440362,0.8432762675205484,0.25460284137448697,0.799042022260045,,,,,,,
month_end,3.200748124447221,19.018636158496687,0.16829535502824516,0.8663588318558619,,,,,,,
quarter_end,-0.35576899543752755,2.880744797124562,-0.12349896311281762,0.9017177592504759,,,,,,,
january,9.178450417194686,11.154443279201693,0.8228515029798577,0.4106380095583537,,,,,,,
Peer_Agg_Flow,0.601496614042436,0.18809020688939476,3.1979156384050462,0.001394273924544498,,,,,,,
_SUMMARY_,,,,,0.076134766023214,0.06638169993156717,0.0753068389265773,35.48529487193552,1.1102230246251565e-16,4360.0,44.0
