lag,correlation,p_value,ETF
-14.0,,,AIQ
-13.0,,,AIQ
-12.0,,,AIQ
-11.0,,,AIQ
-10.0,,,AIQ
-9.0,,,AIQ
-8.0,,,AIQ
-7.0,,,AIQ
-6.0,,,AIQ
-5.0,,,AIQ
-4.0,,,AIQ
-3.0,,,AIQ
-2.0,,,AIQ
-1.0,,,AIQ
0.0,,,AIQ
1.0,0.40421653631071774,0.05574772731447699,AIQ
2.0,-0.29356240769954245,0.1848412660167208,AIQ
3.0,-0.15948469613437383,0.4898555491754056,AIQ
4.0,0.1380825600714765,0.5615407160258072,AIQ
5.0,-0.07431328273564175,0.7623842435909269,AIQ
6.0,0.10019296996495242,0.6924270886391799,AIQ
7.0,0.12121827898449636,0.6430476723106637,AIQ
8.0,0.1743676298529097,0.5183631924941394,AIQ
9.0,-0.019937786900668303,0.9437751118980627,AIQ
10.0,0.18967799154170664,0.5160289859287543,AIQ
11.0,-0.25285910991385524,0.40455910331371936,AIQ
12.0,0.19194970276153928,0.5500737373506228,AIQ
13.0,-0.5017960575356593,0.11578543488374098,AIQ
14.0,-0.11470445889801058,0.7523593464066228,AIQ
-11.0,0.5225124507988901,0.12126788317364601,ARKF
-10.0,-0.22985977807779773,0.4965437591621896,ARKF
-9.0,-0.33057159364370264,0.293952178819461,ARKF
-8.0,-0.1982248329711927,0.5162176931922358,ARKF
-7.0,0.0369065783787855,0.9003191740307959,ARKF
-6.0,-0.009105027106746358,0.9743088622080746,ARKF
-5.0,0.24219927334475222,0.3661163022667433,ARKF
-4.0,0.1885764648337266,0.46855014696443925,ARKF
-3.0,0.03910504507200119,0.8775656538749806,ARKF
-2.0,-0.1644976436241414,0.5009742146596243,ARKF
-1.0,-0.012487526138309515,0.9583280930701187,ARKF
0.0,0.01682422046912395,0.9422978726831681,ARKF
1.0,0.29758597077921733,0.202571713414183,ARKF
2.0,-0.029402457109675595,0.9048898041051389,ARKF
3.0,-0.12336742402971425,0.6257637650832037,ARKF
4.0,-0.09827424087868566,0.70748059588415,ARKF
5.0,-0.07721391912281492,0.7762371759720313,ARKF
6.0,0.0028861778418147604,0.9918551225260654,ARKF
7.0,0.4973033152302742,0.07040295896871587,ARKF
8.0,-0.20615466899666315,0.4992171381965016,ARKF
9.0,-0.5381868252951512,0.07106631422731526,ARKF
10.0,-0.050429631978383405,0.8829369486208749,ARKF
11.0,0.2898730483254645,0.416551149465861,ARKF
-20.0,0.09747812744266898,0.7003908611717102,ARKG
-19.0,-0.21106010417747717,0.3857426662716935,ARKG
-18.0,-0.19938644984278345,0.3993521257479176,ARKG
-17.0,-0.2616607132214016,0.25189516600618883,ARKG
-16.0,-0.2545059971568304,0.25303686311759765,ARKG
-15.0,-0.33849574129202387,0.11413205419878866,ARKG
-14.0,-0.12188000068035737,0.5704866578254246,ARKG
-13.0,-0.043292166843632546,0.8372011960415333,ARKG
-12.0,0.03178489934477352,0.8774997311743993,ARKG
-11.0,-0.06485558453486125,0.7479135825624664,ARKG
-10.0,0.015946048700657536,0.9358105930225752,ARKG
-9.0,0.19200867615810324,0.31835693148028704,ARKG
-8.0,0.008667296449399564,0.9637436098263745,ARKG
-7.0,0.11985378633318934,0.5207328323584984,ARKG
-6.0,0.05025886408627113,0.7847239137105674,ARKG
-5.0,-0.19286760501431158,0.2822152802715511,ARKG
-4.0,-0.12188178954470148,0.4922900956206885,ARKG
-3.0,-0.1366977761472804,0.4336089948622928,ARKG
-2.0,-0.06331232488016438,0.7137414070360791,ARKG
-1.0,0.128612951209444,0.44807407446348085,ARKG
0.0,0.5184029642549246,0.0008557388944475083,ARKG
1.0,0.3193090428253705,0.054056376552509264,ARKG
2.0,0.18529598012580423,0.27927795420596585,ARKG
3.0,0.0012910266050378191,0.9941272856536739,ARKG
4.0,0.1735616389824043,0.326271293480539,ARKG
5.0,0.15013016883895186,0.4043262111731797,ARKG
6.0,-0.0950852549446097,0.604696441491972,ARKG
