Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_between,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,18.766248384450797,11.085043034493406,1.6929341930433406,0.09056088969028031,,,,,,,
Return_lag2,-17.27768736055044,11.068596443955332,-1.5609646126348706,0.11862647315626007,,,,,,,
Return_lag3,-10.94739878496823,2.155613721550842,-5.078553117156908,4.010689294009495e-07,,,,,,,
Excess_lag1,-19.40533274622108,13.28802217096603,-1.4603627610300958,0.1442840911344505,,,,,,,
Excess_lag2,14.612423466889043,8.183684417328095,1.7855555910671195,0.07426159661203391,,,,,,,
Excess_lag3,0.8604466169972416,6.31864334937893,0.13617584810856848,0.8916904426236876,,,,,,,
month_end,0.46679307452005625,0.3431457740836938,1.360334615125421,0.17381550187928618,,,,,,,
quarter_end,2.7598721853080925,0.7428685004910114,3.7151557556739974,0.00020638962322894194,,,,,,,
january,0.2622497125767656,0.4590889589288632,0.5712394242471899,0.5678756426349523,,,,,,,
Peer_Agg_Flow,-35.11088432617026,5.002765305198627,-7.0182953195275335,2.7060576002213566e-12,,,,,,,
_SUMMARY_,,,,,0.9109030237707293,0.9657023517310893,0.9153516923915126,3808.905716450684,1.1102230246251565e-16,3406.0,44.0
