ETF,R²,Adj_R²,F_p_value,N,Return_lag1,Return_lag1_pval
AIQ,0.3184461140321917,0.2135916700371443,0.03519238941171958,31,152.57444517068933,0.0025426340471876615
ARKB,0.534842294550748,-0.08536797938158802,0.5717663635061171,8,1.4749189437176509,0.8950501114797468
ARKF,0.16301124611011575,0.017447984564048835,0.3714133529045363,28,88.38530459278047,0.04790246311666205
ARKG,0.10984124581714261,0.02082537039885679,0.31193793727838454,45,62.62938703511533,0.03863818772155543
ARKK,0.09107863613093037,0.00018649974402329406,0.41784718213383265,45,62.967237653170926,0.0717578153041312
ARKQ,0.35966826381311523,0.039502395719672845,0.4099903996906071,13,33.85209842607911,0.07163326312832824
ARKW,0.3962394120799867,0.0943591181199801,0.3434887136516893,13,7.070696117536716,0.2238933931305955
ARKX,0.1038396772828113,-0.1351364087751057,0.7816626627230562,20,29.06069581727477,0.37298780149536437
ARTY,0.13167947812463643,-0.0019082944715733685,0.4326172418486539,31,43.96884780493832,0.1347754322613118
BKGI,0.3082478508554407,-0.03762822371683905,0.5113156899766281,13,-15.331645599501883,0.9319340263683363
BLOK,0.1081456253696651,-0.02398094864964384,0.5246834647937122,32,35.151836881169345,0.27961065574298377
BOTZ,0.05029838963292832,-0.06481695707823176,0.7809465226681302,38,4.243862039456815,0.9859234146501618
BUG,0.16870522592578907,0.0024462711109469737,0.42347386836205536,25,329.8073734968605,0.11499048638174444
CGW,0.10932164355086182,0.026467842950942067,0.27803404470621584,48,8.020876555846943,0.26829180088787
DSI,0.3040164430489055,0.23927378658833864,0.00311199805334387,48,2.49497948043795,0.7750850983727343
DTCR,0.1022940048044082,-0.12213249399448967,0.7669216046084455,21,97.05055264695969,0.6587237745464907
FPX,0.1053517179503699,0.022128621945753157,0.29813747479795777,48,19.39377312723148,0.06849763978245975
GII,0.037648801615601024,-0.05187224009457547,0.7929003684089317,48,21.684112142538062,0.41356684191907156
GNR,0.05158159688659625,-0.03664337084488323,0.6754246080986445,48,15.49980515430887,0.29008583319139475
GRID,0.3108851229504125,0.24678141345742766,0.0025636516659610486,48,128.17753834291733,7.909057839276796e-05
GUNR,0.227366919238702,0.15549407451672081,0.022983829926186475,48,43.86615411438488,0.0011316884565797884
IFRA,0.06673292787042961,-0.07684662168796574,0.7609294583450397,31,30.204399461453505,0.8231948666105964
IGE,0.07898321926484175,-0.006692760338428805,0.4600621757225257,48,23.467939583511217,0.15705530571133325
IGF,0.14354939019122592,0.06387956602296796,0.1460264253981004,48,18.546492613903016,0.35576460722806
IZRL,0.10315409487275484,-0.02496674871685145,0.5323273394048075,33,54.757844172162514,0.6229155616909041
JUST,0.19357070440529844,0.06950465892919055,0.21451738218841715,31,21.99672068685076,0.3972085688347926
KOMP,0.10730704557006532,-0.0414751135015905,0.5858972020372792,29,167.9155920243324,0.355383423725503
LIT,0.11895521730881342,0.036997563104982145,0.23367168889218196,48,70.72302265245129,0.02593840793334038
MOO,0.20816827058331455,0.1345095050561811,0.03622767685915322,48,51.68117888704376,0.05431018962819903
MSOS,0.12408071335623627,-0.08201794232464943,0.6663313278552222,22,-77.91597132266484,0.732468013870687
NFRA,0.05892580762622224,-0.02861597771087321,0.6142516944984018,48,-0.6145744836885711,0.979718694688728
PAVE,0.07320997605037038,-0.046375833491517415,0.6569902045633563,36,80.01552589098462,0.39392981790655635
PBW,0.4433008526674964,0.3915148854737752,3.575281678791529e-05,48,60.17537404657871,1.225116644496529e-06
PHO,0.06572978950005182,-0.021179067290640896,0.5594359659075525,48,6.347576535195386,0.31317943520147146
PRNT,0.572185512767756,0.35827826915163397,0.11016706008189038,13,13.859570803779292,0.08557863087885867
PWRD,0.20536028195617517,-0.08359961551430661,0.6014649966206487,16,42.63901114892032,0.5925203942570529
ROBO,0.04922510922354517,-0.03921906666263664,0.695324791350939,48,25.902602490268936,0.5562503634000153
ROBT,0.17913034401718686,0.05752002461232564,0.23796154189693874,32,37.65019079515711,0.18170661779132358
SAMT,0.1733765809033101,-0.1272137533136679,0.6855223542300843,16,128.00694701072243,0.6723159173443621
SIXG,0.08688555654683017,-0.07191695535806897,0.7028986164293562,28,26.35430226272766,0.8595851434010662
SUSA,0.12142259194972205,0.03969446096830087,0.22327923664152424,48,5.791797713776379,0.7597700805180603
XT,0.026785626476294233,-0.07303123234664999,0.8965446102370179,44,5.979257751257779,0.6665798520308432
