Horizon,β_Depth,β_Depth_p,β_Duration,β_Duration_p,R²,N
1m,-0.6682459676835456,0.4258352216526179,-0.9718148863581806,0.4154899016663437,0.007294768019173614,113
2m,-1.8729040969995383,0.044666337450108354,-3.261068109173899,0.021980537549309554,0.04224112658026302,137
3m,-2.7073567617395127,0.013596838508247822,-5.398891906082111,0.001344007041904117,0.0761907193175333,137
6m,-0.3815295145604205,0.8784541711660346,-6.92509552065267,0.07000112746785314,0.03575599375701377,137
