Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_between,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
const,3.951092447975245,18.4448547606214,0.2142110902608232,0.8303925860638817,,,,,,,
Return_lag1,-9.09897918626636,37.25648750925996,-0.2442253630057005,0.8070679151610398,,,,,,,
Return_lag2,3.1316728014312494,47.15767122940262,0.06640855495592547,0.9470556409199586,,,,,,,
Return_lag3,-9.54991594871047,38.603452714529126,-0.24738502069573126,0.8046220546119103,,,,,,,
Excess_lag1,299.5785782317203,97.56553196679309,3.0705370246295933,0.0021500606310591586,,,,,,,
Excess_lag2,279.7301768537437,88.83907575470023,3.1487290302988544,0.0016510335544654975,,,,,,,
Excess_lag3,187.4897914921711,77.81502831052391,2.4094290725434906,0.016019183515680435,,,,,,,
VIX_Close,0.19758400512312094,0.84266062916525,0.23447636959003304,0.8146263190713308,,,,,,,
Peer_Agg_Flow,0.6090076857347767,0.1901703501938919,3.2024323724168937,0.0013726402473999144,,,,,,,
_SUMMARY_,,,,,0.07585832112582735,0.06728446077044337,0.07503267416084536,44.20286073021068,1.1102230246251565e-16,4360.0,44.0
