Horizon,β_Depth,β_Depth_p,β_Duration,β_Duration_p,R²,N
3m,-0.25693851541102136,0.5577374516612528,-1.7213248011874316,0.2959064648861695,0.014039168565650018,86
6m,0.057997111468390955,0.8909158550144782,-1.580170360959913,0.35001362077066744,0.017160502818469148,127
