lag,direction,F_statistic,p_value,ETF
4,Flows → Returns,1.246196808416886,0.29457825375139346,GNR
5,Flows → Returns,0.9976861954653788,0.42190506931975214,GNR
1,Returns → Flows,1.6128893971917093,0.20617795785302356,GRID
2,Returns → Flows,1.3827651478126448,0.25433775291050276,GRID
3,Returns → Flows,1.5422618708376192,0.206476847535868,GRID
4,Returns → Flows,2.6866716698952215,0.03407288301391205,GRID
5,Returns → Flows,2.0197906617420633,0.08004825004435324,GRID
1,Flows → Returns,0.49791621987414164,0.4815813188358141,GRID
2,Flows → Returns,0.23474745675663902,0.7910856482437485,GRID
3,Flows → Returns,0.1937801971577709,0.9004872661811458,GRID
4,Flows → Returns,1.6485177078828983,0.16586335713212322,GRID
5,Flows → Returns,1.2824132004003377,0.2754245522617162,GRID
1,Returns → Flows,6.966519915908037,0.009239623488715406,GUNR
2,Returns → Flows,5.508618392970607,0.0049927295812818035,GUNR
3,Returns → Flows,5.804982468715876,0.0009212987599306584,GUNR
4,Returns → Flows,4.727192279093808,0.0013483179382474213,GUNR
5,Returns → Flows,3.7383567749636706,0.0034107367380824655,GUNR
1,Flows → Returns,0.2759133008312723,0.6002174000183935,GUNR
2,Flows → Returns,0.22682651541866783,0.797355619210931,GUNR
3,Flows → Returns,0.4105148087745725,0.7457026213069003,GUNR
4,Flows → Returns,1.3735219846210796,0.24655286486260808,GUNR
5,Flows → Returns,1.4808228658305167,0.20047229974865632,GUNR
1,Returns → Flows,0.02013137248584449,0.8874810356005767,IFRA
2,Returns → Flows,1.6460107437825493,0.19863246938362658,IFRA
3,Returns → Flows,1.0657599074057547,0.36798989236885243,IFRA
4,Returns → Flows,1.055109297091816,0.38404016024661186,IFRA
5,Returns → Flows,0.9277632611776433,0.46755668277268936,IFRA
1,Flows → Returns,0.16791163818500085,0.6829270774344529,IFRA
2,Flows → Returns,0.5880581575965753,0.557548089414692,IFRA
3,Flows → Returns,1.3073707322401018,0.27727819639911955,IFRA
4,Flows → Returns,1.5292010421072348,0.20123635014970812,IFRA
5,Flows → Returns,1.2424087895914524,0.2972428544450455,IFRA
1,Returns → Flows,1.9585191664668802,0.16386795782296573,IGE
2,Returns → Flows,2.419898009977007,0.09269593504608938,IGE
3,Returns → Flows,2.029327345170869,0.11275388250796321,IGE
4,Returns → Flows,1.6751343031423946,0.15950421044799415,IGE
5,Returns → Flows,1.545117948828842,0.18035579064315552,IGE
1,Flows → Returns,0.02043561295646733,0.8865312386464671,IGE
2,Flows → Returns,0.007874289960340177,0.992157076796946,IGE
3,Flows → Returns,0.311144399947387,0.8172997384149445,IGE
4,Flows → Returns,0.35579904755493164,0.8396195642382303,IGE
5,Flows → Returns,0.2863542115730265,0.9198489108978207,IGE
1,Returns → Flows,4.376091418636063,0.038239431933448906,IGF
2,Returns → Flows,2.0555875232052836,0.13191951994155615,IGF
3,Returns → Flows,2.128534560478793,0.09953067238971165,IGF
4,Returns → Flows,1.8164196123859748,0.12938246974591447,IGF
5,Returns → Flows,1.9504372904590805,0.09039425853650966,IGF
1,Flows → Returns,0.3283664528320035,0.5675352926488617,IGF
2,Flows → Returns,0.21907565882097535,0.803539761572291,IGF
3,Flows → Returns,0.27402738985952596,0.8440507908577063,IGF
4,Flows → Returns,0.43294180615369726,0.7846279410687351,IGF
5,Flows → Returns,0.5889760146774906,0.7084015057350688,IGF
1,Returns → Flows,3.4574037194139584,0.06603176447787908,IZRL
2,Returns → Flows,2.5462726881484845,0.08382680596058438,IZRL
3,Returns → Flows,2.0018314591098143,0.11936893790031547,IZRL
4,Returns → Flows,1.6000630186519338,0.18151888956408455,IZRL
5,Returns → Flows,1.3718975640382496,0.24312016539398676,IZRL
1,Flows → Returns,0.014474654416947428,0.9044885003759263,IZRL
2,Flows → Returns,0.03468420231218948,0.9659228886955606,IZRL
3,Flows → Returns,0.06571442034484852,0.9779088716316794,IZRL
4,Flows → Returns,0.22392489384645584,0.9243748128899698,IZRL
5,Flows → Returns,0.17843010541132862,0.9699916227170193,IZRL
1,Returns → Flows,0.39455141131259364,0.5315073572974235,JUST
2,Returns → Flows,2.122583849358139,0.12588036187198953,JUST
3,Returns → Flows,1.931068577466804,0.13077393651844602,JUST
4,Returns → Flows,1.7460430684883261,0.14792602543333097,JUST
5,Returns → Flows,3.594286748991608,0.005608612583523201,JUST
1,Flows → Returns,0.7961353694578122,0.37463080668179205,JUST
2,Flows → Returns,1.1599111115364356,0.3183142005222384,JUST
3,Flows → Returns,1.1599244266127895,0.329987678270344,JUST
4,Flows → Returns,1.8414765415084733,0.1288796034165295,JUST
5,Flows → Returns,1.2092129932480868,0.3127286378610475,JUST
1,Returns → Flows,1.1595389660768518,0.2845726021986587,KOMP
2,Returns → Flows,0.6287087364139116,0.5358001995646042,KOMP
3,Returns → Flows,0.5850829570986431,0.6265254818582837,KOMP
4,Returns → Flows,0.5134399635961308,0.726021425354199,KOMP
5,Returns → Flows,0.8849262111071556,0.4956321480755952,KOMP
1,Flows → Returns,1.7014056351786115,0.19558435082473438,KOMP
2,Flows → Returns,4.567486285245504,0.013125734999264978,KOMP
3,Flows → Returns,3.1463627318922454,0.02959216544394338,KOMP
4,Flows → Returns,2.564490146574222,0.04480338351099606,KOMP
5,Flows → Returns,3.405471363832361,0.007990727200398156,KOMP
1,Returns → Flows,6.909617157052344,0.009523777428371898,LIT
2,Returns → Flows,4.760779896277629,0.010014465173734577,LIT
3,Returns → Flows,3.175053761797242,0.02628910974179006,LIT
4,Returns → Flows,2.6683981964487864,0.035059752157008184,LIT
5,Returns → Flows,2.675498917971982,0.024583691899016578,LIT
1,Flows → Returns,0.06474644448005461,0.7995161567034156,LIT
2,Flows → Returns,0.12682959266498334,0.8809863279673352,LIT
3,Flows → Returns,1.018690424874926,0.3865452010204553,LIT
4,Flows → Returns,1.024332014944867,0.3972274866661137,LIT
5,Flows → Returns,1.0530618167492767,0.3895985530913974,LIT
1,Returns → Flows,1.787900439899217,0.18333536050533147,MOO
2,Returns → Flows,1.770272410553643,0.1741315303585384,MOO
3,Returns → Flows,0.9708973681560032,0.4085243323985128,MOO
4,Returns → Flows,2.89461897979309,0.024595959957798834,MOO
5,Returns → Flows,2.7155911975634033,0.02284070478819032,MOO
1,Flows → Returns,0.2711976257271925,0.6033463668165804,MOO
2,Flows → Returns,1.0803975074584498,0.3423141554034181,MOO
3,Flows → Returns,0.9927184962666954,0.398359175814089,MOO
4,Flows → Returns,0.9503411105352255,0.43718680966384804,MOO
5,Flows → Returns,1.0212226366655148,0.40794770942641984,MOO
1,Returns → Flows,0.24688089592187856,0.6210094470345844,MSOS
2,Returns → Flows,0.4294887367101159,0.652826798577238,MSOS
3,Returns → Flows,0.48012239400513,0.6973909002699971,MSOS
4,Returns → Flows,0.3598807115297652,0.8360422790549802,MSOS
5,Returns → Flows,0.1142613992594913,0.9886957325851714,MSOS
1,Flows → Returns,0.004107106830318104,0.9491040961182234,MSOS
2,Flows → Returns,0.33109746357884384,0.7194388798593865,MSOS
3,Flows → Returns,0.21605101922619707,0.8848726373548316,MSOS
4,Flows → Returns,0.42476838894421437,0.790080094887153,MSOS
5,Flows → Returns,0.46763826297113537,0.7985383154192351,MSOS
1,Returns → Flows,0.09814363889615232,0.7545317517142182,NFRA
2,Returns → Flows,0.05279160387984339,0.9485968190446602,NFRA
3,Returns → Flows,0.3482459678568035,0.7904723798715676,NFRA
4,Returns → Flows,1.3060637433888203,0.27106911211892665,NFRA
5,Returns → Flows,1.3270773017049466,0.25674033073660313,NFRA
1,Flows → Returns,0.07723696175637053,0.781484412960917,NFRA
2,Flows → Returns,0.08190258762863575,0.9214064584480774,NFRA
3,Flows → Returns,0.5442689504798481,0.6528327121542384,NFRA
4,Flows → Returns,0.5394590964274684,0.7069966945842359,NFRA
5,Flows → Returns,0.49621058548362823,0.7786173583699385,NFRA
1,Returns → Flows,0.6901725760712961,0.40799077087542057,PAVE
2,Returns → Flows,2.7524324021816056,0.06851328232655587,PAVE
3,Returns → Flows,1.7060510216331604,0.17068499314220464,PAVE
4,Returns → Flows,2.091721564840375,0.08781662070356049,PAVE
5,Returns → Flows,2.1837283877187645,0.06253706152635813,PAVE
1,Flows → Returns,0.1265429678364485,0.7227573628213502,PAVE
2,Flows → Returns,0.1669106894779578,0.8465058600558617,PAVE
3,Flows → Returns,0.38099963698216516,0.7669071753012404,PAVE
4,Flows → Returns,0.3224023796336185,0.8623444587527107,PAVE
5,Flows → Returns,0.5150683531127226,0.7642566856149551,PAVE
1,Returns → Flows,3.36695742159323,0.06862396821809828,PBW
2,Returns → Flows,3.863705695740378,0.02329757300241236,PBW
3,Returns → Flows,3.0284688958173214,0.03170991232841534,PBW
4,Returns → Flows,2.240578424003907,0.06804088802750435,PBW
5,Returns → Flows,2.8568987093095646,0.017610305256452952,PBW
1,Flows → Returns,0.4843306866212371,0.48761274767626495,PBW
2,Flows → Returns,0.19095566891969568,0.8263871397754277,PBW
3,Flows → Returns,0.7007073240519167,0.553205472758042,PBW
4,Flows → Returns,1.5518369836518613,0.1909803700769493,PBW
5,Flows → Returns,1.4257344166152914,0.21925833653385235,PBW
1,Returns → Flows,14.752138594608038,0.00018465816086468128,PHO
2,Returns → Flows,7.819665510949961,0.000606723539702056,PHO
3,Returns → Flows,5.805981619908955,0.0009201389764617622,PHO
4,Returns → Flows,4.77214710790787,0.001255639951995997,PHO
5,Returns → Flows,3.747417106983743,0.0033533458200123646,PHO
1,Flows → Returns,0.9649631513010111,0.327622130170087,PHO
2,Flows → Returns,0.5207785387109651,0.5952206630894402,PHO
3,Flows → Returns,0.6793368060158401,0.5661541424243864,PHO
4,Flows → Returns,0.7112913962217047,0.5856099251653638,PHO
5,Flows → Returns,0.5875956880203486,0.7094535781063898,PHO
1,Returns → Flows,0.5812375740549933,0.4505342769825541,PRNT
2,Returns → Flows,0.7185122839626343,0.4945269121200291,PRNT
3,Returns → Flows,1.4988700351680724,0.2335854924018207,PRNT
4,Returns → Flows,1.4347666061797262,0.2476327364202751,PRNT
5,Returns → Flows,1.3890780591185719,0.26088158211701096,PRNT
1,Flows → Returns,4.875055846824452,0.03335605045010055,PRNT
2,Flows → Returns,2.7253366131772303,0.07943100921540752,PRNT
3,Flows → Returns,2.158223840030861,0.11229366506995388,PRNT
4,Flows → Returns,1.4651971668383434,0.23831649644020958,PRNT
5,Flows → Returns,1.1181093726932687,0.37524169447142486,PRNT
1,Returns → Flows,3.0906317483267682,0.08539677825923121,PWRD
2,Returns → Flows,2.034336493912361,0.1431643138179767,PWRD
3,Returns → Flows,1.4034962995828382,0.2558597195220423,PWRD
4,Returns → Flows,0.915632629012638,0.4651015978372328,PWRD
5,Returns → Flows,1.1408980568518299,0.35801679649762,PWRD
1,Flows → Returns,0.7002783437246972,0.4070166589723774,PWRD
2,Flows → Returns,0.20273283539484185,0.8172722781408178,PWRD
3,Flows → Returns,0.25743853399356986,0.8555792704369587,PWRD
4,Flows → Returns,0.31596379981057254,0.865467710234375,PWRD
5,Flows → Returns,0.3724008765401285,0.8639971780777431,PWRD
1,Returns → Flows,1.0558830628735952e-05,0.9974119230520558,ROBO
2,Returns → Flows,0.832272901216306,0.4372310544352386,ROBO
3,Returns → Flows,0.5455324443955158,0.6519853975541259,ROBO
4,Returns → Flows,0.35708975201919363,0.8387197889142094,ROBO
5,Returns → Flows,0.28597504405757923,0.9200609909864961,ROBO
1,Flows → Returns,0.001122951249605201,0.9733149118589023,ROBO
2,Flows → Returns,0.5986840573585706,0.5509552337275967,ROBO
3,Flows → Returns,0.8874399167661692,0.44946025239345877,ROBO
4,Flows → Returns,0.7737217029288473,0.5441638849471334,ROBO
5,Flows → Returns,0.6169890615421297,0.6870592475622181,ROBO
1,Returns → Flows,2.300014050135858,0.13272869193738668,ROBT
2,Returns → Flows,1.292897941093776,0.27946740880698606,ROBT
3,Returns → Flows,1.5047307083185406,0.21889375132319475,ROBT
4,Returns → Flows,0.9857674982490466,0.41981170644903865,ROBT
5,Returns → Flows,0.7186531259960153,0.6112562393053749,ROBT
1,Flows → Returns,2.1179218395339974,0.14891551455801788,ROBT
2,Flows → Returns,1.1927716898943677,0.30807699464515054,ROBT
3,Flows → Returns,0.8929305602085603,0.4481505658263524,ROBT
4,Flows → Returns,0.5148996418041728,0.7249453987015916,ROBT
5,Flows → Returns,0.5695147374294077,0.7231059926916517,ROBT
1,Returns → Flows,0.02040607653830482,0.8870194364020728,SAMT
2,Returns → Flows,0.3268678868913565,0.7229151422191809,SAMT
3,Returns → Flows,1.3748987511045507,0.26393369232425845,SAMT
4,Returns → Flows,1.9572860519626827,0.12082533888625051,SAMT
5,Returns → Flows,4.8320772243844985,0.0018318757077785699,SAMT
1,Flows → Returns,0.2190156480411186,0.6419539542803511,SAMT
2,Flows → Returns,0.2503805328201716,0.7796061134983774,SAMT
3,Flows → Returns,0.7216718682187848,0.5448344999772701,SAMT
4,Flows → Returns,0.5512427333762292,0.6992514380287793,SAMT
5,Flows → Returns,0.42847554621306316,0.8256429621139185,SAMT
1,Returns → Flows,0.7566679851368899,0.3869437740033843,SIXG
2,Returns → Flows,2.1868812380963805,0.11910288544824657,SIXG
3,Returns → Flows,1.6208468817806376,0.19165468606749336,SIXG
4,Returns → Flows,1.2180745779314315,0.31071278221816057,SIXG
5,Returns → Flows,0.8271519185432459,0.5347230373047709,SIXG
1,Flows → Returns,0.674759631222426,0.41380833108661497,SIXG
2,Flows → Returns,0.31110579173794073,0.7335412139862036,SIXG
3,Flows → Returns,0.6551918503418749,0.5821986254275655,SIXG
4,Flows → Returns,1.338141459200308,0.2641442229867306,SIXG
5,Flows → Returns,1.0607150082562695,0.38973031195366703,SIXG
1,Returns → Flows,0.8701652310227663,0.35250417618173835,SUSA
2,Returns → Flows,2.6715858672475887,0.07271822751472085,SUSA
3,Returns → Flows,2.2460430543086582,0.08581826565651449,SUSA
4,Returns → Flows,3.6339286284039605,0.007645025467184479,SUSA
5,Returns → Flows,2.8374650300355335,0.018252907536863053,SUSA
1,Flows → Returns,0.2091707877233634,0.6481220181383305,SUSA
2,Flows → Returns,0.1649606608133253,0.8480940121196002,SUSA
3,Flows → Returns,0.6121664532699056,0.6082452847550479,SUSA
4,Flows → Returns,0.4736188290300107,0.7550287755049137,SUSA
5,Flows → Returns,0.44743163206323866,0.8145110345917155,SUSA
1,Returns → Flows,0.061326915676615204,0.8048045905680691,XT
2,Returns → Flows,0.40351284718918295,0.6688295091397515,XT
3,Returns → Flows,0.24659814375788733,0.8636236239839301,XT
4,Returns → Flows,0.21792095894348845,0.928015695583519,XT
5,Returns → Flows,0.2507875750524658,0.9386760703442336,XT
1,Flows → Returns,2.4562949615349927,0.11950437488149301,XT
2,Flows → Returns,2.933372997846734,0.05686186576539188,XT
3,Flows → Returns,2.036026896596009,0.11232693551167205,XT
4,Flows → Returns,1.651135061288952,0.16590831617170038,XT
5,Flows → Returns,1.4255131767430833,0.22014060197004084,XT
