Variable,Coefficient,Std_Error,t_stat,p_value,r2_within,r2_overall,f_statistic,f_pvalue,n_obs,n_entities
Return_lag1,-956.2884082047821,1056.5091171470756,-0.9051397595006822,0.3653913508560849,,,,,,
Peer_Agg_Flow,-0.0007240898834397025,0.015340290297233461,-0.04720183708454906,0.9623523633741586,,,,,,
_SUMMARY_,,,,,0.008729884425538903,0.6034181811793145,4.385769706573814,0.01267504207551732,1086.0,44.0
